FruitID	DAA	Diameter	FW	DW	DMC	FMseed	DWseed	Brix	Osmotic	rou	surfaceperberry	transperberry	transpersurface	SampleID	Replicate	HarvestDate	Hour	AnthesisDate	SFW	SDW	SDMC	Stage	Glucose	Fructose	Sucrose	Citrate	Malate	Total_AA	Proteins	Starch	Proline	Glc	Fru	Suc	Cit	Mal	Sta	Pro	SSMS	Osmotic_SUGAR	Osmotic_other	fuc	rha	ara	gal	glc	xyl	man	gal_a	glc_a	cellulose
9041	21	8.634	0.4188	0.0306	0.073065903	0.022993708	0.008296653	NA	NA	192.3062144	2.34748788	4.646724947	1.979445767	9041	1	26/05/2016	9h30	05/05/2016	2.537	0.1756	6.921560899	S04	15.20936649	NA	11.75895284	1.539725442	40.80519935	5.380520922	1.931344916	0.647802925	0.155198582	3.955301424	NA	5.815291689	0.427333172	7.905698314	0.168465651	0.025815005	NA	NA	NA	2.82	8.46	16.11	56.78	14.63	19.32	12.63	23.83	2.1	94.3208104
9042	21	8.032	0.3512	0.0264	0.075170843	0.021782992	0.006391077	NA	NA	238.4865017	2.036937048	5.000249774	2.454788565	9042	2	26/05/2016	9h30	05/05/2016	2.531	0.1777	7.02094034	S04	15.34457629	NA	NA	0.934704521	46.21854252	4.98834363	2.694452841	0.53845011	0.096908035	3.933979778	NA	NA	0.255744572	8.827744222	0.138045639	0.015891065	NA	NA	NA	2.61	7.67	14.25	52.21	12.77	16.27	11.83	18.42	2.18	92.35855146
9043	21	8.306	0.37	0.0268	0.072432432	0.0221197	0.00692103	NA	NA	225.7791866	2.177663435	5.060867318	2.323989666	9043	3	26/05/2016	9h30	05/05/2016	2.534	0.1733	6.83898974	S04	13.88446479	2.029608522	NA	2.245234235	52.34217458	4.307431493	2.644785508	0.533448428	0.22195066	3.654346266	0.534186404	NA	0.630662588	10.26333695	0.140401902	0.037363968	NA	NA	NA	2.94	8.44	15.04	58.49	14.97	17.99	13.02	21.57	2.79	90.36373721
9044	21	8.684	0.432	0.0342	0.079166667	0.02323012	0.008668748	NA	NA	237.30373	2.375291604	5.801920675	2.442614063	9044	4	26/05/2016	9h30	05/05/2016	2.502	0.1679	6.710631495	S04	7.941215133	4.028885969	14.75204845	1.567333767	55.04208629	5.801972422	1.949075295	0.427118769	0.134279283	2.13008079	1.080672475	7.524815195	0.448668381	10.9991791	0.114566533	0.023037435	10.73556846	28.6443675	NA	2.81	7.75	15.09	46.59	13.9	17.83	12.28	23.72	0.71	NA
9045	21	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9045	5	26/05/2016	9h30	05/05/2016	2.518	0.1696	6.735504369	S04	5.778917102	0.780238948	1.997766242	1.167632094	50.58193229	3.777089976	1.68320908	0.82001699	0.133549504	1.544361077	0.208511498	1.015269751	0.333014594	10.07057044	0.219141805	0.022827621	2.768142327	9.174897944	NA	2.83	8.16	15.57	51.09	17.22	18.63	12.02	25.12	1.26	NA
9051	28	9.588	0.5574	0.0426	0.076426265	0.025476034	0.012203649	3.4	227	198.4104261	2.901008232	5.92466419	2.042277621	9051	1	02/06/2016	9h30	05/05/2016	2.525	0.1739	6.887128713	S05	13.89965615	0.861398767	4.018921479	2.363010038	55.84303056	3.383178926	1.722759665	0.57516273	0.232797873	3.632773847	0.225132685	1.997460596	0.659105191	10.8732546	0.150322864	0.0389161	5.855367128	20.16904445	206.8309556	3.12	8.89	17.54	61.39	16.15	20.37	13.11	30.55	3.1	109.9032578
9052	28	9.744	0.6052	0.0428	0.070720423	0.026332132	0.013551083	3.2	219	185.3105678	2.988752914	5.700861471	1.907438197	9052	2	02/06/2016	9h30	05/05/2016	2.595	0.1648	6.350674374	S05	23.42376321	NA	6.230951717	1.595404425	59.63204527	3.914052948	1.474433947	0.230261086	0.057558633	6.639101817	NA	3.358469742	0.482589993	12.5918238	0.065263928	0.01043468	NA	NA	NA	3.19	8.9	17.69	55.12	13.58	20.12	14.09	26.61	1.22	93.79007369
9053	28	9.232	0.516	0.0378	0.073255814	0.02473456	0.011036624	3.1	273	198.0675957	2.68189848	5.467717307	2.0387488	9053	3	02/06/2016	9h30	05/05/2016	2.501	0.1422	5.68572571	S05	7.530563281	1.402277063	4.796585422	1.803703718	55.51262226	3.542017094	1.467822136	-0.000155296	0.205728352	2.384042882	0.443936068	2.887707346	0.609405909	13.09286277	-4.9164E-05	0.04165784	5.715686295	14.5571027	258.4428973	2.98	8.05	16.08	42.51	11.42	18.53	14.01	25.49	1.81	106.5446279
9054	28	9.718	0.6038	0.042	0.069559457	0.026307058	0.013511618	3.2	251	163.7371457	2.979071154	5.020863104	1.685378712	9054	4	02/06/2016	9h30	05/05/2016	2.555	0.1554	6.082191781	S05	7.942458818	NA	NA	1.884561979	72.24020958	2.993449981	1.368438345	0.26102241	0.06655217	2.350538488	NA	NA	0.595220225	15.92750188	0.077248524	0.012597681	NA	NA	NA	2.88	7.86	15.63	51.71	11.94	18.55	12.55	25.55	1.54	NA
9055	28	NA	NA	NA	NA	NA	NA	3.3	246	NA	NA	NA	NA	9055	5	02/06/2016	9h30	05/05/2016	2.624	0.1643	6.261432927	S05	8.551523884	NA	6.749240277	1.551099856	58.64644558	3.373692414	1.026714966	0.333367101	0.086578829	2.458341912	NA	3.68967451	0.475875548	12.56020538	0.095834418	0.015919392	NA	NA	NA	3.09	8.74	16.69	55.06	13.6	20.19	12.93	30.63	2.98	NA
9061	35	11.068	0.8332	0.0692	0.083053289	0.030415612	0.019978175	3.7	315	193.5005799	3.878302414	7.724568522	1.991739606	9061	1	09/06/2016	9h30	05/05/2016	2.509	0.1738	6.927062575	S06	9.955326486	0.294311245	NA	1.996329046	74.13302304	2.688433183	1.40177014	0.977785428	0.103207057	2.586895597	0.076476896	NA	0.553618226	14.35130444	0.254077937	0.017153344	NA	NA	NA	3.44	8.76	18.63	51.58	17.15	21.69	12.47	39.32	2.16	126.437014
9062	35	10.66	0.7988	0.077	0.096394592	0.029799508	0.019008473	3.8	318	161.369181	3.577468528	5.94219234	1.661004784	9062	2	09/06/2016	9h30	05/05/2016	2.512	0.1755	6.986464968	S06	5.839457494	2.430754899	5.534035756	2.736791664	80.00301581	3.108986647	1.545484683	0.823762359	0.130016448	1.504483818	0.626262185	2.711386156	0.75250886	15.35598399	0.212234979	0.021425419	4.842132159	14.84111763	303.1588824	2.85	8.1	17.6	44.42	17.67	20.04	11.18	37.08	1.01	114.2929069
9063	35	9.766	0.5842	0.0514	0.087983567	0.025956022	0.012959114	3.7	316	222.0197355	3.005490692	6.868426525	2.285292895	9063	3	09/06/2016	9h30	05/05/2016	2.516	0.1706	6.780604134	S06	6.740761962	1.358891103	12.90706132	2.278015439	71.20372221	2.705478913	1.907383845	0.380130211	0.215507478	1.789423375	0.360735406	6.51577205	0.645380201	14.08195931	0.100910533	0.036591689	8.665930831	22.53470342	293.4652966	2.91	8.09	17.16	38.01	12.63	18.49	10.34	33.76	1.19	78.71916518
9064	35	10.868	0.763	0.0716	0.093840105	0.02915833	0.017999307	3.7	312	155.1901083	3.714822729	5.934066637	1.597402372	9064	4	09/06/2016	9h30	05/05/2016	2.557	0.1735	6.785295268	S06	5.185667048	0.692581923	3.689755258	3.479314834	82.27745482	3.705195956	1.438318173	0.791763055	0.143240232	1.375651363	0.183727813	1.861382851	0.985036543	16.26076133	0.210038538	0.024304392	3.420762027	10.26447947	301.7355205	1.95	5.04	10.53	24.02	9.42	12.38	6.64	24.56	1.06	NA
9065	35	NA	NA	NA	NA	NA	NA	3.6	311	NA	NA	NA	NA	9065	5	09/06/2016	9h30	05/05/2016	2.495	0.1595	6.392785571	S06	7.529726578	1.053698798	NA	3.195986478	76.60589661	4.259920707	1.58228533	0.936259494	0.094685373	2.120125521	0.296687229	NA	0.960377907	16.06944363	0.26362015	0.017052233	NA	NA	NA	2.87	7.85	17.1	41.07	16.32	19.64	11.25	36.67	2.79	NA
9071	42	10.352	0.713	0.0672	0.094249649	0.02826283	0.016589857	4.3	368	139.7043763	3.382476155	4.864016541	1.43800468	9071	1	16/06/2016	9h30	05/05/2016	2.528	0.1756	6.946202532	S07	7.151793249	2.82606052	5.766417543	2.319433581	97.33131658	2.714969712	1.157066999	0.138818408	0.305503514	1.853275626	0.732329487	2.841617007	0.641448603	18.79030952	0.035972624	0.050635753	5.42722212	16.91953659	351.0804634	2.48	6.2	13.84	24.11	8.98	16.54	9.28	31.65	0.86	92.85685104
9072	42	9.972	0.6266	0.0598	0.095435685	0.026715406	0.014154327	4.1	366	120.7900822	3.126639929	3.887401835	1.243316123	9072	2	16/06/2016	9h30	05/05/2016	2.52	0.1694	6.722222222	S07	4.53521318	1.655951775	NA	NA	83.47358552	3.205017122	0.955249327	0.115358529	0.130016448	1.214387661	0.44341188	NA	NA	16.65194552	0.030889391	0.022267627	NA	NA	NA	2.33	5.87	12.99	20.12	8.03	14.49	7.89	30.34	2.01	85.76638467
9073	42	10.202	0.666	0.0678	0.101801802	0.02742106	0.015264974	4.1	354	128.5331338	3.287375747	4.349253601	1.323016879	9073	3	16/06/2016	9h30	05/05/2016	2.496	0.1971	7.896634615	S07	13.84017154	NA	NA	2.568922131	103.1692579	3.06441598	1.857114094	0.163313851	0.260688632	3.154800746	NA	NA	0.624937034	17.52011858	0.037226609	0.038007434	NA	NA	NA	2.56	6.91	16.44	29.42	8.92	18.27	10.33	38.54	1.8	103.4045608
9074	42	11.158	0.8952	0.0872	0.0974084	0.031526032	0.021725893	4.3	388	154.1424611	3.923192631	6.22461092	1.586618732	9074	4	16/06/2016	9h30	05/05/2016	2.524	0.1899	7.523771791	S07	14.76287597	1.532668978	5.531053562	2.787783129	110.4741818	2.738815118	1.659564667	0.28560797	0.075268982	3.531895635	0.366678341	2.516396944	0.711788122	19.69037365	0.068329338	0.011517784	6.41497092	23.60238835	364.3976117	2.19	6.19	14.08	30.38	8.75	16.68	8.35	33.13	1.39	NA
9075	42	NA	NA	NA	NA	NA	NA	4.2	369	NA	NA	NA	NA	9075	5	16/06/2016	9h30	05/05/2016	2.542	0.1705	6.707317073	S07	21.75692936	2.648003618	2.882451753	2.891610412	102.7123811	2.530883184	0.932882513	0.128657442	0.091739606	5.838768679	0.71062788	1.471025187	0.828167737	20.53537973	0.034526979	0.015746953	8.020421746	29.24922285	339.7507772	2.2	6.56	15.23	22.42	7.99	16.69	8.88	36.88	0.79	NA
9081	49	10.452	0.73	0.0804	0.110136986	0.0285673	0.01706907	4.3	400	144.3213837	3.439240965	5.109090287	1.485528446	9081	1	23/06/2016	9h30	05/05/2016	2.652	0.1961	7.394419306	S08	6.147733422	5.127373615	1.130087933	2.921330658	119.6766187	3.229024741	1.576549702	0.215701017	0.130016448	1.496523216	1.24814027	0.523136549	0.758933996	21.70371182	0.052507413	0.020243366	3.267800034	13.39573153	386.6042685	3.21	7.93	17.96	28.43	10.11	21.24	10.38	46.54	1.21	107.0783238
9082	49	10.032	0.6396	0.0646	0.101000625	0.026948236	0.014520784	4.9	425	120.7018263	3.171245518	3.939979811	1.242407687	9082	2	23/06/2016	9h30	05/05/2016	2.702	0.2123	7.857142857	S08	37.53843148	9.136716839	11.68180365	3.515597676	114.8242498	2.815539674	1.347385448	0.074139835	0.085690841	8.599713394	2.093138767	5.089230859	0.859531672	19.59736787	0.016984762	0.012556201	15.78208302	63.33312617	361.6668738	3.18	7.95	18.44	28.04	10.33	20.35	10.48	45.39	1.38	94.81339209
9083	49	10.0125	0.67	0.0558	0.083283582	0.0274927	0.01537773	4.7	413	144.7265396	2.537280289	3.779783394	1.489698797	9083	3	23/06/2016	9h30	05/05/2016	2.507	0.1889	7.534902274	S08	18.88040325	NA	6.525444034	3.252024258	127.6401839	2.058220193	0.991158246	0.391197471	0.349596805	4.510307448	NA	2.964417336	0.829093513	22.71635124	0.093452499	0.053416858	NA	NA	NA	3.07	8.5	21.17	34.39	14.22	23.64	13.05	54.07	2.25	100.0103523
9084	49	10.084	0.6464	0.0666	0.103032178	0.027070024	0.01471247	4.9	439	135.0822504	3.210516683	4.463993019	1.390428227	9084	4	23/06/2016	9h30	05/05/2016	2.482	0.1942	7.824335214	S08	14.99463058	0.51778068	3.2709975	4.111839215	134.0058721	2.285249821	1.275320872	0.446093716	0.370610821	3.449537156	0.119116219	1.431000096	1.009522588	22.96704698	0.102624526	0.05453297	4.999653471	20.37783921	418.6221608	3.24	9.07	21.29	34.03	17.22	25.75	13.28	55.53	2.71	NA
9085	49	NA	NA	NA	NA	NA	NA	4.3	394	NA	NA	NA	NA	9085	5	23/06/2016	9h30	05/05/2016	2.535	0.1821	7.183431953	S08	5.030772125	3.857442291	NA	NA	94.17151905	1.138179387	1.415929434	0.29931708	0.104249552	1.260593806	0.966584798	NA	NA	17.57989884	0.075001858	0.016708241	NA	NA	NA	2.89	7.91	17.68	29.04	13.42	21.19	11.3	42.02	3.16	NA
9091	56	11.248	0.9428	0.1384	0.146796776	0.028647144	0.01697858	6.8	553	73.7953244	3.975830016	3.02	0.759589818	9091	1	30/06/2016	9h30	05/05/2016	2.474	0.2229	9.009700889	S09	59.89559597	47.90367773	6.021383845	2.790396409	90.13146324	2.688391631	1.05650934	-0.002751808	0.091811615	11.96622108	9.570419815	2.287667166	0.594953325	13.41512817	-0.000549769	0.0117321	23.82430807	125.0909807	427.9090193	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
9092	56	11.002	0.8832	0.131	0.148324275	0.028925601	0.016974111	9.4	746	76.465254	3.811595721	3	0.78707193	9092	2	30/06/2016	9h30	05/05/2016	2.585	0.2266	8.765957447	S09	121.0740449	91.87795022	NA	3.211422214	112.8108501	5.290363124	2.002160896	0.030606225	0.400929669	24.86132087	18.86620046	NA	0.703761353	17.25759575	0.006284676	0.052657149	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
9093	56	11.306	0.9682	0.1444	0.149142739	0.028528473	0.016982203	7.3	603	83.62523369	4.019652092	3.46	0.860771012	9093	3	30/06/2016	9h30	05/05/2016	2.521	0.3512	13.93097977	S09	67.07810092	46.60588906	6.137676934	2.827678816	111.0298159	3.710068491	1.852943785	0.04512421	0.744492206	8.66705599	6.021873672	1.508096953	0.389920242	10.68776106	0.005830428	0.061527178	16.19702662	139.2157905	463.7842095	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
9094	56	11.452	1.002	0.1446	0.144311377	0.028370556	0.016982324	8.4	658	85.68653082	4.127038641	3.64	0.88198835	9094	4	30/06/2016	9h30	05/05/2016	2.617	0.2575	9.83951089	S09	93.96394808	69.09884912	7.806109677	2.517221762	89.52840208	2.61645534	2.168969317	0.030258427	0.14480582	17.18938151	12.6406617	2.71561399	0.491445465	12.2015808	0.005535353	0.016943417	32.54565719	189.516393	468.483607	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
9095	56	NA	NA	NA	NA	NA	NA	9.9	759	NA	NA	NA	NA	9095	5	30/06/2016	9h30	05/05/2016	2.562	0.3338	13.02888368	S09	107.5943851	74.20232773	10.93434375	2.24249372	87.31327216	4.461011461	1.460014571	0	0.318927582	14.86465747	10.25139169	2.872714162	0.330636956	8.986732927	0	0.028182102	27.98876333	221.6035216	537.3964784	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
9101	63	11.836	1.14764	0.1874	0.163291625	0.027690111	0.017008171	11	818	64.36956504	4.406313661	2.91948516	0.66256862	9101	1	07/07/2016	9h30	05/05/2016	2.589	0.3741	14.44959444	S10	207.6576126	167.2300276	36.16041208	2.003917047	50.34600098	6.598921112	2.646313947	0.075926982	0.8742356	25.86811029	20.8320068	8.56612904	0.266410567	4.672379394	0.009458298	0.06965645	55.26624614	480.4746974	337.5253026	2.7	7.8	21.66	19.9	10.63	18.2	9.61	44.37	1.72	84.64750789
9102	63	11.154	0.95952	0.3572	0.372269468	0.028569027	0.017110713	13.7	1042	61.53917587	3.913936243	2.479223679	0.633434866	9102	2	07/07/2016	9h30	05/05/2016	2.572	0.4195	16.31026439	S10	231.0896998	196.1573612	NA	1.742111947	51.07076181	5.922509962	2.449029325	0	0.774587124	25.50304825	21.64791702	NA	0.205183495	4.198944294	0	0.054676131	NA	NA	NA	2.05	6.86	18.53	16.89	10.36	27.15	8.69	37.98	1.6	84.82797895
9103	63	11.844	1.12864	0.182	0.161256025	0.027778881	0.01700491	11.5	838	55.76005666	4.443697357	2.550456779	0.573949253	9103	3	07/07/2016	9h30	05/05/2016	2.479	0.3258	13.14239613	S10	278.1801947	231.4732388	19.88688003	2.174998276	56.42258394	2.844302648	2.079414693	0.109996919	0.813642935	38.09992832	31.70288171	5.179633125	0.317915519	5.757145373	0.015065324	0.071276737	74.98244315	609.6648882	228.3351118	2.54	8.05	21.31	21.46	11.22	17.82	10.2	38.16	1.35	76.63664759
9104	63	11.678	1.13302	0.183	0.161515242	0.027758417	0.017005514	11.5	842	62.8159493	4.293146582	2.775849608	0.646576947	9104	4	07/07/2016	9h30	05/05/2016	2.495	0.3956	15.85571142	S10	179.5544254	156.3387261	17.85189029	1.845278389	57.25631659	3.067402021	1.64006657	0.012094853	0.406208533	20.38369375	17.74816024	3.853943784	0.223564853	4.842464555	0.001373053	0.029495232	41.98579777	420.4029148	421.5970852	2.35	7.61	19.82	18.47	11.75	16.16	10.43	34.17	1.1	NA
9105	63	NA	NA	NA	NA	NA	NA	11.4	826	NA	NA	NA	NA	9105	5	07/07/2016	9h30	05/05/2016	2.702	0.3832	14.18208734	S10	211.5830204	176.788696	35.96996828	1.768316212	41.96754873	3.897854018	1.959698703	0.01225433	0.862672967	26.8542583	22.43813941	8.681740457	0.239522953	3.968279245	0.001555328	0.070031679	57.97413817	494.467497	331.532503	1.9	6.88	18.32	16.8	10.99	13.8	8.78	32.89	1.44	NA
9111	69	12.314	1.205	0.1918	0.159170124	0.02742212	0.017010828	12.9	937	68.5596885	4.771849905	3.367486777	0.705698386	9111	1	13/07/2016	9h30	05/05/2016	2.627	0.3998	15.21888085	S11	276.7906931	224.5433301	32.7524152	1.941395311	40.10677188	5.703020881	2.282530753	0.011793224	2.331063712	32.73718038	26.55766861	7.366607199	0.24505221	3.533977407	0.001394833	0.176343693	66.66145619	629.9591746	307.0408254	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
9112	69	11.842	1.1378	0.18	0.158200035	0.027736085	0.017003702	14.4	1066	66.02472187	4.455893648	3.02824972	0.679605475	9112	2	13/07/2016	9h30	05/05/2016	2.6	0.5119	19.68846154	S11	259.7281599	228.0565145	31.14411398	1.983697185	22.90231291	6.445140863	2.175917237	0.072985151	1.743579376	23.74541489	20.84986302	5.414658831	0.193549013	1.559898499	0.006672602	0.101957328	50.00993674	646.1447487	419.8552513	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
9113	69	12.268	1.184	0.1814	0.153209459	0.027520234	0.017004547	15.6	1181	54.81200649	4.738974394	2.673685687	0.564190786	9113	3	13/07/2016	9h30	05/05/2016	2.54	0.2851	11.22440945	S11	288.8364905	242.0629554	20.93087757	2.202793148	48.49010567	8.60509449	2.127600773	0.377223835	3.043094075	46.31920149	38.81837362	6.383088058	0.376996728	5.793198475	0.060493419	0.3121335	91.52066317	621.601411	559.398589	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
9114	69	13.012	1.4124	0.2252	0.159444916	0.026453126	0.017030998	12.6	907	60.34257393	5.330012273	3.310566597	0.621118006	9114	4	13/07/2016	9h30	05/05/2016	2.487	0.36	14.47527141	S11	195.2741165	155.9495154	18.45960469	1.535175277	33.96186999	5.114476176	1.801734281	0.16409473	0.750003888	24.28233639	19.39232224	4.365184256	0.203731704	3.146253108	0.02040518	0.05965204	48.03984289	432.2530369	474.7469631	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
