FruitID	DAA	Diameter	FW	DW	DMC	FMseed	DWseed	Brix	Osmotic	rou	surfaceperberry	transperberry	transpersurface	SampleID	Replicate	HarvestDate	Hour	AnthesisDate	SFW	SDW	SDMC	Stage	Glucose	Fructose	Sucrose	Citrate	Malate	Total_AA	Proteins	Starch	Proline	Glc	Fru	Suc	Cit	Mal	Sta	Pro	SSMS	Osmotic_SUGAR	Osmotic_other	fuc	rha	ara	gal	glc	xyl	man	gal_a	glc_a	cellulose
9115	69	NA	NA	NA	NA	NA	NA	13.4	984	NA	NA	NA	NA	9115	5	13/07/2016	9h30	05/05/2016	2.61	0.6345	24.31034483	S11	231.4381534	199.6823955	20.25111671	1.628609597	41.58097796	4.248826639	2.006732679	0.007580989	1.334307935	17.13627178	14.78499439	2.851443407	0.128692499	2.29367752	0.000561316	0.063190742	34.77270958	596.345253	387.654747	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
9121	77	12.272	1.2328	0.277	0.224691759	0.027292235	0.01706228	21.2	1424	47.55443212	4.750407278	2.325263283	0.489487142	9121	1	21/07/2016	9h30	05/05/2016	2.545	0.6182	24.29076621	S12	398.6313661	315.3216247	33.65644372	3.649693186	28.01689944	4.940767968	2.942167926	0.583336106	7.361011248	29.53947409	23.36603628	4.742790156	0.28863069	1.546705519	0.043226508	0.348886988	57.64830052	987.4745749	436.5254251	2.02	7.87	23.2	17.16	14.55	16.05	8.62	44.87	2.5	96.62256863
9122	77	11.942	1.1586	0.2504	0.216122907	0.027638905	0.017046217	19.6	1306	32.88713807	4.502051184	1.524006427	0.338513794	9122	2	21/07/2016	9h30	05/05/2016	2.498	0.5446	21.80144115	S12	403.1388547	316.6618164	59.92311779	3.167405759	29.97981085	8.84549909	2.079994401	0.183716472	8.073023221	33.28449406	26.14466014	9.408407031	0.279091021	1.844049027	0.015168247	0.426323727	68.83756124	997.1076198	308.8923802	2.44	8.15	24.76	18.95	20.52	16.63	8.94	44.81	2.13	93.56305336
9123	77	12.262	1.2152	0.2452	0.201777485	0.027374464	0.017043076	18.3	1218	51.55495693	4.740557128	2.515649326	0.530665333	9123	3	21/07/2016	9h30	05/05/2016	2.473	0.5536	22.38576628	S12	428.1959489	341.5292904	63.3869642	3.275733546	27.94647911	9.11643159	2.443681908	0.169327948	7.933603687	34.43048133	27.46176812	9.692479397	0.281102021	1.674109701	0.013615362	0.408025252	71.58472885	1073.401313	144.5986874	2.39	8.22	24.57	17.98	18.92	16.39	9.22	37.41	1.49	82.58592541
9124	77	12.334	1.2546	0.2968	0.236569425	0.027190383	0.017074238	22.1	1468	48.81337207	4.785627673	2.404517852	0.502445659	9124	4	21/07/2016	9h30	05/05/2016	2.489	0.6021	24.19043793	S12	458.1435416	350.4058878	32.34707884	2.337507757	24.17086177	5.685373502	2.491533985	0.464187283	7.666809935	34.09026233	26.07355021	4.577182571	0.185625098	1.339914793	0.034539975	0.364887908	64.74099511	1109.222221	358.7777788	2.35	7.72	23.53	17.56	16.41	16.9	8.95	37.73	1.75	NA
9125	77	NA	NA	NA	NA	NA	NA	21.2	1360	NA	NA	NA	NA	9125	5	21/07/2016	9h30	05/05/2016	2.46	0.568	23.08943089	S12	427.6304488	351.5097115	64.30468346	3.201635167	25.8559717	3.679848224	2.534641317	0.275886294	8.334590499	33.33710612	27.40290498	9.533146682	0.266370409	1.501676599	0.021507474	0.415584693	70.27315778	1096.656615	263.343385	2.14	8.3	24.65	17.63	19.54	14.56	8.23	36.72	2	NA
9131	84	12.792	1.369	0.288	0.210372535	0.026655895	0.017068923	20.1	1410	43.48803546	5.158715049	2.309200364	0.44763092	9131	1	28/07/2016	9h30	05/05/2016	2.807	0.6129	21.83469897	S13	396.4307393	327.1130721	54.97100075	3.611244705	14.70847256	9.743185054	2.314380019	0.345222692	9.84295873	32.68079545	26.9664139	8.61773894	0.317714528	0.903335637	0.028459327	0.518999525	68.26494829	995.9851774	414.0148226	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
9132	84	12.198	1.2326	0.2824	0.2291092	0.02729317	0.017065541	21.7	1520	44.51508528	4.691789557	2.149789922	0.458202546	9132	2	28/07/2016	9h30	05/05/2016	2.473	0.6059	24.50060655	S13	459.1740902	372.7868826	83.50417247	NA	15.83968177	6.581534215	2.724917332	0.525787954	10.30124183	33.73440411	27.38774599	11.66643698	NA	0.866958669	0.038628363	0.48406229	72.78858708	1212.546358	307.4536424	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
9133	84	13.034	1.4414	0.325	0.225475232	0.026317635	0.017091268	22.2	1640	44.40974621	5.364197199	2.452072546	0.45711827	9133	3	28/07/2016	9h30	05/05/2016	2.634	0.6503	24.68868641	S13	475.2041074	382.1839826	69.13755014	4.169579463	21.48117326	6.466873905	3.197472004	0.460401853	11.07782309	34.64612815	27.86422725	9.585679457	0.324430471	1.166779506	0.033566927	0.516588753	72.09603486	1230.260894	409.7391056	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
9134	84	11.798	1.0962	0.2186	0.199416165	0.027930444	0.017027013	18.8	1348	44.47583251	4.387006061	2.008364837	0.45779851	9134	4	28/07/2016	9h30	05/05/2016	2.587	0.5652	21.84770004	S13	403.4792423	328.3663634	81.54530216	3.327341666	27.23932932	5.718614821	2.117857653	0.147068875	9.627978044	33.24206369	27.05362363	12.7761535	0.292562756	1.671935286	0.012116789	0.507361924	73.07184082	1040.776674	307.2233264	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
9135	84	NA	NA	NA	NA	NA	NA	20.5	1430	NA	NA	NA	NA	9135	5	28/07/2016	9h30	05/05/2016	2.509	0.5786	23.06098047	S13	399.8964889	313.229393	38.90750915	2.67447204	17.8765623	10.86034413	1.739906239	0.233394524	10.64914626	31.21348986	24.44878301	5.775140567	0.222785878	1.039525187	0.018217358	0.531649645	61.43741343	977.44083	452.55917	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
9141	91	12.862	1.4194	0.3426	0.241369593	0.026420421	0.017101896	23.5	1620	33.25304041	5.215278168	1.785085926	0.342280099	9141	1	04/08/2016	9h30	05/05/2016	2.542	0.6324	24.87804878	S14	454.5350716	353.1822459	62.10407569	3.061847714	14.84051352	3.936591756	2.164870091	0.148647919	12.87675782	32.8869493	25.55377426	8.544972838	0.236425674	0.799947327	0.010755114	0.595907316	66.9856964	1157.879127	462.1208727	2.16	7.66	22.96	15.41	15.66	15.46	9.31	26.36	1	85.80057575
9142	91	13.01	1.4398	0.3404	0.236421725	0.02632511	0.017100568	20	1338	28.28470422	5.334208813	1.553001741	0.291140035	9142	2	04/08/2016	9h30	05/05/2016	2.501	0.5438	21.74330268	S14	436.1074627	351.7333255	67.0873023	2.314283769	24.5615429	8.095432547	2.010980988	0.107225975	9.876874202	36.10276895	29.11793094	10.56140547	0.204464758	1.514812608	0.008876607	0.522976911	75.78210536	1092.466357	245.5336428	1.95	7.57	21.77	15.46	19.93	14.4	8.94	29.05	2.39	118.0763227
9143	91	12.35	1.2396	0.3126	0.252178122	0.027260465	0.017083779	23.7	1605	27.70299922	4.804997477	1.370156711	0.285152431	9143	3	04/08/2016	9h30	05/05/2016	2.498	0.6346	25.40432346	S14	466.820594	377.6978114	74.96083066	2.665031784	17.53500759	6.401902632	2.455389103	0.355273268	9.136213895	33.07614432	26.76143144	10.10028564	0.201521842	0.925608006	0.025172561	0.414044604	69.9378614	1232.617329	372.3826705	2.12	8.05	23.77	15.99	17.85	15.04	8.91	32.83	3.15	121.1107478
9144	91	13.666	1.6964	0.2892	0.170478661	0.02512625	0.017069648	19.3	1345	35.19413818	5.906841985	2.139813763	0.362260201	9144	4	04/08/2016	9h30	05/05/2016	2.604	0.5235	20.10368664	S14	391.5609228	342.7339476	60.98410735	1.060983482	15.92375512	6.418726658	2.219809831	0.179772168	12.16792558	35.05872697	30.68696388	10.38359795	0.101381866	1.062181081	0.016096048	0.696834017	76.1292888	995.3888287	349.6111713	2.25	7.69	22.26	16.05	16.05	14.52	8.67	30.25	1.66	NA
9145	91	NA	NA	NA	NA	NA	NA	20.6	1445	NA	NA	NA	NA	9145	5	04/08/2016	9h30	05/05/2016	2.507	0.522	20.82169924	S14	380.3197296	311.556024	56.42369414	2.560440841	24.8993064	9.495743939	2.82715307	0.085503874	12.20962987	32.8779849	26.93348111	9.275818597	0.236225046	1.603614071	0.007391662	0.675110456	69.08728461	945.0814687	499.9185313	2.21	8.22	24.92	16.5	26.13	16.46	8.48	28.3	0.87	NA
9151	98	12.62	1.3478	0.3246	0.240836919	0.026754944	0.017091026	22.9	1505	56.68899405	5.031578564	2.935981382	0.583510989	9151	1	11/08/2016	9h30	05/05/2016	2.517	0.6044	24.01271355	S15	468.7826977	391.8938577	49.0466455	NA	13.86524238	5.42610909	2.374219215	0.169097151	13.55710867	35.14008753	29.37647769	6.991574159	NA	0.774310242	0.012675572	0.650001474	71.50813937	1197.204484	307.7955157	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
9152	98	12.398	1.2218	0.2784	0.227860534	0.027343628	0.017063126	20.5	1470	55.42130816	4.834686784	2.758007258	0.570462448	9152	2	11/08/2016	9h30	05/05/2016	2.511	0.5724	22.79569892	S15	402.8153253	335.9994845	32.74283375	2.183415017	10.24305743	9.46240591	1.628479285	0.114783727	15.9468473	31.80721013	26.53128006	4.916660828	0.183997001	0.60256718	0.009063583	0.80539778	63.25515101	999.371321	470.628679	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
9153	98	11.426	1.0772	0.24	0.222799851	0.028019214	0.017039936	21.2	1465	51.42340889	4.102808793	2.171662985	0.529311283	9153	3	11/08/2016	9h30	05/05/2016	2.511	0.6485	25.826364	S15	386.1562157	327.452655	77.93769744	2.759438286	14.65502637	7.29335303	2.251131064	0.233880788	17.14919456	26.91362935	22.82221295	10.3297831	0.205250764	0.760942979	0.016300607	0.764484993	60.0656254	1067.153521	397.8464791	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
9154	98	12.712	1.3568	0.2844	0.209610849	0.026712895	0.017066749	22.2	1535	69.7726456	5.084418896	3.651546229	0.718183593	9154	4	11/08/2016	9h30	05/05/2016	2.59	0.5937	22.92277992	S15	415.9334808	360.6175818	60.21934947	2.251779037	10.81637557	7.698048381	2.12603834	0.139393701	15.16700758	32.66097166	28.31731795	8.992401181	0.188706062	0.632766169	0.010945822	0.761765191	69.97069079	1085.626092	449.3739081	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
9161	105	11.824	1.1606	0.2808	0.241943822	0.027629561	0.017064575	22.3	1541	44.42439971	4.401057148	2.012467449	0.457269102	9161	1	18/08/2016	9h30	05/05/2016	2.498	0.6136	24.56365092	S16	414.1720268	340.2850827	51.56632196	NA	21.73959896	6.186509564	2.812786912	0.286671365	21.79320818	30.35011573	24.93575368	7.185882939	NA	1.186826922	0.021006994	1.021449159	62.47175235	1068.481496	472.5185036	1.92	6.9	20.82	13.6	14.66	15.97	8.77	22.8	1.66	94.35679701
9162	105	13.074	1.4718	0.3126	0.212392988	0.026175603	0.017083779	21.6	1495	42.06226949	5.395172046	2.335867954	0.43295523	9162	2	18/08/2016	9h30	05/05/2016	2.571	0.6276	24.41073512	S16	381.555109	312.4118903	44.00765674	1.961361816	9.526758928	11.19004866	1.87016932	0.059150379	15.49228482	28.1351296	23.0366435	6.170982081	0.154349143	0.523351045	0.004361634	0.7306731	57.34275518	976.2955854	518.7044146	1.91	7.24	22.16	14.15	18.22	13.85	8.89	21.78	2.44	137.5348229
9163	105	13.292	1.508	0.3564	0.236339523	0.026006473	0.01711023	22.6	1505	42.1791462	5.565365315	2.416249349	0.434158265	9163	3	18/08/2016	9h30	05/05/2016	2.65	0.6478	24.44528302	S16	389.4972043	338.1409463	78.09147919	4.243676398	16.93525112	9.59049812	2.513089414	0.536072674	14.97718569	28.68017389	24.89861553	10.93491669	0.333483656	0.92902061	0.039473088	0.705380824	64.5137061	1066.418699	438.5813011	2.38	9.17	27.32	18.08	21.79	16.92	9.12	35.46	4.06	NA
9164	105	13.204	1.468	0.3426	0.233378747	0.026193357	0.017101896	22.6	1535	36.92272904	5.492688967	2.08751252	0.380052927	9164	4	18/08/2016	9h30	05/05/2016	2.476	0.6084	24.57189015	S16	414.5021462	353.8978092	50.42402137	2.434054991	8.161039869	9.67552989	1.847068047	0.209118133	22.42854655	30.36412171	25.92458507	7.024344651	0.190291411	0.445385129	0.015318831	1.050875024	63.31305143	1085.568733	449.4312665	1.97	7.5	22.24	15.72	18.22	13.02	8	23.63	1.66	NA
9165	105	NA	NA	NA	NA	NA	NA	22.6	1535	NA	NA	NA	NA	9165	5	18/08/2016	9h30	05/05/2016	2.527	0.6201	24.53897903	S16	455.0419483	371.9106238	75.8858897	NA	11.18301133	5.31168568	2.341525788	0.276171498	17.32287153	33.37854871	27.28064285	10.58550155	NA	0.611126411	0.020257921	0.812740496	71.24469311	1196.430223	338.5697766	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
