;Rg;An;E;psi_collar;psi_grape;Tleaf
2012-08-01 00:00:00;0.0;-0.2693020270717506;4.65715317184614e-12;-0.3004548183553049;-0.3018046018613674;15.730489341906178
2012-08-01 01:00:00;0.0;-0.2925184798188484;7.339188797453624e-12;-0.30045481835530685;-0.3018046018613697;16.945538944564433
2012-08-01 02:00:00;0.0;-0.310965124033485;8.303639499837909e-12;-0.30045481835530685;-0.30180460186136976;17.804378557241904
2012-08-01 03:00:00;0.0;-0.30471933147898633;8.453676534069786e-12;-0.3004548183553069;-0.3018046018613698;17.492127292304104
2012-08-01 04:00:00;0.0;-0.2823303203517646;3.944155420540499e-12;-0.3004548183553048;-0.3018046018613672;16.3572294500822
2012-08-01 05:00:00;0.40058426783994505;-0.14015338257237325;0.928646614439786;-0.3009287888986699;-0.3023740313480816;16.27065149567352
2012-08-01 06:00:00;8.056558272816723;2.110751595337407;24.155669608769074;-0.3132066067001292;-0.3170730434299778;18.408850339401738
2012-08-01 07:00:00;61.830604860836196;6.579472750766708;95.11342308717037;-0.35757573594840086;-0.3693431657434335;22.700503207179338
2012-08-01 08:00:00;37.01308843248612;6.175869183030243;79.13030046877356;-0.3559320882566879;-0.3659063029867074;23.324104419290208
2012-08-01 09:00:00;79.32881143589832;7.0795542385170265;133.35209074446678;-0.40353929280328277;-0.42006777500804626;26.27916274548295
2012-08-01 10:00:00;88.63129756436513;7.167383152144344;159.36792553235256;-0.44300074318398586;-0.4631171423049839;28.216311874941198
2012-08-01 11:00:00;78.68562059318661;6.920494442567531;153.99378729995695;-0.46063791941838683;-0.48037863884516624;26.886769945070505
2012-08-01 12:00:00;68.77967875782132;6.905447973906213;133.77323947595912;-0.4632684706265291;-0.480596970023255;26.349661213836924
2012-08-01 13:00:00;71.79992204930004;6.80439628636524;146.9338700715115;-0.4994221186414192;-0.518867295220702;27.005101720563964
2012-08-01 14:00:00;66.37758911938275;6.904009537593311;137.5247530239567;-0.5145795109065333;-0.5330616191634926;27.952145085845153
2012-08-01 15:00:00;61.42334636256314;6.908344713510063;129.6701373190314;-0.5309178456741299;-0.5486162469933108;28.090838251707588
2012-08-01 16:00:00;51.42057422760082;6.744000935916857;100.44878296691483;-0.5184838556010382;-0.5323518864353377;25.843331998553346
2012-08-01 17:00:00;38.02032386244638;6.401594189660733;79.52747027032468;-0.5112239451455484;-0.5224121939968341;24.477359507869263
2012-08-01 18:00:00;19.30956267144993;4.349752318282151;43.96757180755342;-0.48323934763402737;-0.48990158651936055;23.26776877339111
2012-08-01 19:00:00;4.189307173700763;0.882422349477519;10.900706825127719;-0.45466307070238643;-0.4572969293019702;21.633531796239964
2012-08-01 20:00:00;0.0;-0.39016845785483956;3.087221283850402e-12;-0.4452924113765526;-0.446642194882615;21.323737903499307
2012-08-01 21:00:00;0.0;-0.3736572143400472;4.462109109211586e-12;-0.44529241137655284;-0.4466421948826154;20.65211570685949
2012-08-01 22:00:00;0.0;-0.3482662533692953;1.4562229551926012e-12;-0.4452924113765488;-0.446642194882611;19.566398105784458
2012-08-01 23:00:00;0.0;-0.344530741047105;3.5984500627719843e-13;-0.44529241137654874;-0.44664219488261075;19.402773141464564
2012-08-02 00:00:00;0.0;-0.31796655907447036;8.679995132159616e-13;-0.12045481835530356;-0.12180460186136564;18.23228277973925
2012-08-02 01:00:00;0.0;-0.3065643648438257;2.1796455526544878e-12;-0.12045481835530397;-0.12180460186136617;17.66029537363437
2012-08-02 02:00:00;0.0;-0.2963891080675213;3.205774429835967e-13;-0.12045481835530353;-0.12180460186136555;17.142303575044053
2012-08-02 03:00:00;0.0;-0.3040365698019101;7.293868108368814e-13;-0.12045481835530356;-0.12180460186136562;17.48470178201333
2012-08-02 04:00:00;0.0;-0.30016189911394886;1.5830451037719204e-12;-0.12045481835530361;-0.12180460186136575;17.270431729682656
2012-08-02 05:00:00;0.49127822011987027;-0.12886728243444157;0.3531425454021967;-0.12050593718450853;-0.12188581931581817;17.18611487192254
2012-08-02 06:00:00;9.20505782772873;2.4204736712177364;5.920322370402548;-0.1213179752502333;-0.1231732744698641;18.35454001719617
2012-08-02 07:00:00;62.9750349456846;6.865499956586325;82.59457441831674;-0.13287822261812268;-0.1414654559489284;23.095956189272187
2012-08-02 08:00:00;78.7483484283752;7.372754716532457;186.16260614923945;-0.15089106938009997;-0.16888280738278144;26.820376961119564
2012-08-02 09:00:00;93.09495692973411;7.682552325000183;222.43172695244849;-0.16040321189683018;-0.1818635234150688;28.4942525541302
2012-08-02 10:00:00;88.75607753644616;7.758590147777604;240.7723083089259;-0.16790942773868098;-0.1912095148915751;29.273437933334336
2012-08-02 11:00:00;77.97464321765742;7.6506237198888485;245.0512733810781;-0.1735148434386556;-0.19733516096153758;29.16410735967547
2012-08-02 12:00:00;72.03710650223864;7.626593028756794;246.50650242842252;-0.17898952646247138;-0.20306493966179875;29.17912505134366
2012-08-02 13:00:00;69.79149653014804;7.647167647919703;267.92994254839516;-0.18923237453979275;-0.21559830424118354;29.300806815589844
2012-08-02 14:00:00;65.83518138156244;7.602155417173289;255.05877279669798;-0.19294189765755107;-0.21818615354694765;28.619851315595177
2012-08-02 15:00:00;61.47260726526872;7.561828586289906;243.5122423383993;-0.19685948312962967;-0.22109586406885298;28.036086167261338
2012-08-02 16:00:00;51.68310561314464;7.308691723705707;234.0946903961731;-0.20122193302217728;-0.22465763314816778;26.5920722938344
2012-08-02 17:00:00;37.63968320475698;6.839614991276531;189.35779071128056;-0.1967547796748836;-0.215834934901356;26.32879750673288
2012-08-02 18:00:00;19.441781257284628;4.370535977277193;127.95670892976868;-0.18717170715734915;-0.2003510929623601;25.423834977880688
2012-08-02 19:00:00;3.946925122862468;0.6848198169701238;37.098438877284885;-0.16998175697625809;-0.1746826425479933;24.88378163175031
2012-08-02 20:00:00;0.0;-0.5006254218565512;1.737517090364988e-11;-0.1630130785881246;-0.1643628620941882;25.413839756539147
2012-08-02 21:00:00;0.0;-0.5405786221184352;2.397158185648916e-11;-0.1630130785881267;-0.16436286209419088;26.754319980093697
2012-08-02 22:00:00;0.0;-0.5287340676203174;2.4273725824869155e-11;-0.16301307858812727;-0.16436286209419146;26.362680227724866
2012-08-02 23:00:00;0.0;-0.40331244734655514;1.668807075254166e-11;-0.16301307858812622;-0.16436286209418974;21.858543113281883
2012-08-03 00:00:00;0.0;-0.34575363782717006;7.69527004038935e-12;-0.1904548183553054;-0.1918046018613681;19.44853406589928
2012-08-03 01:00:00;0.0;-0.40507872351003693;1.3002329823254938e-11;-0.19045481835530653;-0.19180460186136974;21.93353555522907
2012-08-03 02:00:00;0.0;-0.36750492341216945;1.7144063253220928e-11;-0.19045481835530823;-0.19180460186137183;20.398997886307342
2012-08-03 03:00:00;0.0;-0.36738623038762613;1.064263601842639e-11;-0.19045481835530773;-0.19180460186137077;20.388520403496017
2012-08-03 04:00:00;0.0;-0.33731458343127524;7.60969135299253e-12;-0.19045481835530678;-0.19180460186136952;19.051488272814993
2012-08-03 05:00:00;0.34967779423664513;-0.19918878693980474;1.5222394900561635;-0.19084283229552695;-0.19233288255303752;18.32568094838851
2012-08-03 06:00:00;7.89608949339301;1.9787882699787644;38.71023828782867;-0.20063566336998392;-0.20559838547731024;20.69939294257472
2012-08-03 07:00:00;68.27376796901112;6.961020759713638;158.06630372429626;-0.23749092346148248;-0.2543184319928065;24.702408022966836
2012-08-03 08:00:00;77.7985451569919;7.218483233926092;203.31683627095438;-0.26031507561431794;-0.2820329031218224;26.718209654745685
2012-08-03 09:00:00;93.6222773778084;7.489448559839962;239.325861340399;-0.2852281437279153;-0.3111751905458261;28.837279379927875
2012-08-03 10:00:00;86.33213524212393;7.501781814644826;244.99333123398458;-0.30201861722507756;-0.3289427863215867;29.461999939357884
2012-08-03 11:00:00;69.4178977333189;7.336141974407819;231.43599525606882;-0.31144164898584664;-0.3371406804685981;28.877658633235903
2012-08-03 12:00:00;72.55519275666434;7.297569299328025;252.10931645272154;-0.3393276240060283;-0.3679100169403998;30.20229279185508
2012-08-03 13:00:00;69.96993801192902;7.284688601680001;246.43356427691197;-0.3569386639339066;-0.3853446467687019;29.500850107236133
2012-08-03 14:00:00;65.92157108761171;7.24829525289984;241.47151372079566;-0.37648308864933744;-0.40480659976862216;29.64622368452016
2012-08-03 15:00:00;55.30276203483557;7.236677226857493;217.91721756389254;-0.3841171500158492;-0.4099386309070887;28.61017496709875
2012-08-03 16:00:00;48.28033908869515;7.116576545897738;199.81227300749723;-0.39377366912281003;-0.41772291355349483;28.443926034647973
2012-08-03 17:00:00;32.552414517355324;6.145757792033004;175.21553217285773;-0.3969610559579764;-0.4181519642567692;27.373249689033486
2012-08-03 18:00:00;22.75932223741291;4.59065673931171;165.42213316346295;-0.40927263633307004;-0.4295448669854712;29.161148047080616
2012-08-03 19:00:00;4.247894538912582;0.5966895351454755;55.927242938863024;-0.3475467420332356;-0.3549201407822097;28.42670269993667
2012-08-03 20:00:00;0.0;-0.5295643846557472;2.7202962610689017e-11;-0.3187921233192074;-0.3201419068252723;26.390181732560677
2012-08-03 21:00:00;0.0;-0.5260532371508772;2.926118928639964e-11;-0.3187921233192095;-0.3201419068252745;26.273471673372683
2012-08-03 22:00:00;0.0;-0.48984283177923904;1.2646566167819415e-11;-0.31879212331920226;-0.3201419068252656;25.04379973320195
2012-08-03 23:00:00;0.0;-0.44560977091154264;2.5789384682604145e-11;-0.3187921233192111;-0.3201419068252758;23.475881791381852
2012-08-04 00:00:00;0.0;-0.39200016712831337;9.3761898925779e-12;-0.5004548183553115;-0.5018046018613743;21.420727325975946
2012-08-04 01:00:00;0.0;-0.3825102584794366;6.002622131104706e-12;-0.5004548183553065;-0.501804601861369;21.02768189542266
2012-08-04 02:00:00;0.0;-0.3505177700405577;5.155302315324587e-12;-0.5004548183553065;-0.501804601861369;19.66040337211271
2012-08-04 03:00:00;0.0;-0.3623162676163941;7.360498429935614e-12;-0.5004548183553111;-0.5018046018613739;20.16773761697175
2012-08-04 04:00:00;0.0;-0.3507993446885824;9.417823024868366e-12;-0.5004548183553112;-0.5018046018613742;19.660930413639363
2012-08-04 05:00:00;0.28545427394110506;-0.23105487798322588;0.8273544748869331;-0.501464926120396;-0.5029157829630369;18.937447565699756
2012-08-04 06:00:00;7.766631008935509;1.9087454677618014;30.197486543345995;-0.5398288977533738;-0.5449906041244004;20.519318963217017
2012-08-04 07:00:00;66.13940313352983;6.014923192824483;99.13960423579908;-0.6609979550484458;-0.6761569290117454;26.191495281638407
2012-08-04 08:00:00;75.97868997875241;5.757784037906441;113.64434201690156;-0.724613124988474;-0.7424590673661221;29.05651589443222
2012-08-04 09:00:00;95.14684837667961;5.444019696517607;122.20700985954743;-0.7904140298232983;-0.8102829631361856;31.041172523473577
2012-08-04 10:00:00;83.29043430319679;5.20051925700041;113.74054639562524;-0.8203262605285401;-0.8392294753364171;30.735879378700147
2012-08-04 11:00:00;76.7103588101305;4.462805655369657;99.07279244388977;-0.8296105426084156;-0.8463328344202713;31.94102596045486
2012-08-04 12:00:00;71.50827130367318;4.3077743543246605;91.81113431914157;-0.8549921169631268;-0.8708049120025083;31.930624347898643
2012-08-04 13:00:00;69.34091020165563;4.695954561235137;94.63860535892177;-0.9128344497915611;-0.929637487391954;31.184562684832915
2012-08-04 14:00:00;65.75164226176365;4.551731781881079;86.1634837556665;-0.9363345502405556;-0.9519485014433126;31.02969784506905
2012-08-04 15:00:00;60.798594087013555;4.497253291301251;76.14003350101436;-0.9498834824794231;-0.9639223334701889;30.29640560201871
2012-08-04 16:00:00;50.80639280661414;4.52418886409799;65.43952148399511;-0.955000557956383;-0.9672764655073268;29.07601935266742
2012-08-04 17:00:00;36.562732655617154;4.28775645495278;58.35298041530203;-0.9678159545933624;-0.978974293417339;28.189599686844232
2012-08-04 18:00:00;15.731310791562532;2.8549620010613133;35.17235945588201;-0.9147795097855775;-0.9218523887439153;26.284842877817375
2012-08-04 19:00:00;0.9483340344663987;-0.1558393629363227;1.8657002865020353;-0.8234270456127216;-0.8250629701681408;24.366616236234847
2012-08-04 20:00:00;0.0;-0.44700055021389984;5.003014853053747e-13;-0.8187391105943963;-0.8200888941004582;23.54437028938915
2012-08-04 21:00:00;0.0;-0.4245596164336266;6.841492135884152e-13;-0.8187391105943963;-0.8200888941004582;22.700930624068377
2012-08-04 22:00:00;0.0;-0.4014130359186218;6.832708351278094e-13;-0.8187391105943963;-0.8200888941004582;21.797836612189826
2012-08-04 23:00:00;0.0;-0.36430193723357074;6.410444059555125e-13;-0.8187391105943963;-0.8200888941004582;20.263374478652025
