"Tps"	"Temp"	"RH"	"Cp"	"PTLx"
683	29.155	47.315	265.211303259031	-7.20633909777092
684	30.4275	43.60625	273.904379073655	-7.46713137220964
685	30.415	42.9475	273.904379073655	-7.46713137220964
686	28.315	46.18125	265.211303259031	-7.20633909777092
687	25.84	52.645	248.205080756888	-6.69615242270663
688	25.02	54.4275	223.628965095479	-5.95886895286437
689	27.5275	47.625	192.557050458495	-5.02671151375484
690	28.6575	44.185	156.34732861516	-3.9404198584548
691	27.9625	44.41125	116.582338163552	-2.74747014490656
692	25.2575	48.76625	75.0000000000001	-1.5
693	22.475	58.0375	75	-1.5
694	20.3725	66.7825	75	-1.5
695	19.5	72.8425	75	-1.5
696	19.34	78.21125	75	-1.5
697	19.415	79.8025	75	-1.5
698	19.3475	80.95	75	-1.5
699	19.2325	81.86875	75	-1.5
700	18.53	78.97625	75	-1.5
701	18.2075	82.4225	75	-1.5
702	18.22	82.2	116.582338163552	-2.74747014490656
703	18.06	81.0875	156.34732861516	-3.9404198584548
704	19.335	83.675	192.557050458495	-5.02671151375484
705	20.9175	77.85	223.628965095479	-5.95886895286437
706	21.435	68.725	248.205080756888	-6.69615242270663
707	21.465	70.32	265.211303259031	-7.20633909777092
708	22.0475	66.35	273.904379073655	-7.46713137220964
709	22.2025	64.28	273.904379073655	-7.46713137220964
710	22.6825	61.30625	265.211303259031	-7.20633909777092
711	22.3075	63.535	248.205080756888	-6.69615242270663
712	22.1125	64.5725	223.628965095479	-5.95886895286437
713	23.45	58.96	192.557050458495	-5.02671151375484
714	23.06	60.53625	156.34732861516	-3.9404198584548
715	22.2925	62.8675	116.582338163552	-2.74747014490656
716	21.2575	65.335	75.0000000000001	-1.5
717	20.87	65.4575	75	-1.5
718	20.38	67.22375	75	-1.5
719	19.9625	67.86	75	-1.5
720	19.6025	73.1525	75	-1.5
721	19.47	77.47625	75	-1.5
722	18.9425	78.7525	75	-1.5
723	18.155	78.43	75	-1.5
724	17.6125	78.58875	75	-1.5
725	17.2925	80.425	75	-1.5
726	17.3525	82.8125	116.582338163552	-2.74747014490656
727	17.6475	84.5625	156.34732861516	-3.9404198584548
728	18.53	86.15	192.557050458495	-5.02671151375484
729	19.535	84.95	223.628965095479	-5.95886895286437
730	20.7	82.1125	248.205080756888	-6.69615242270663
731	22.225	67.29125	265.211303259031	-7.20633909777092
732	23.485	59.03625	273.904379073655	-7.46713137220964
733	25.7875	52.14125	273.904379073655	-7.46713137220964
734	26.7725	50.85875	265.211303259031	-7.20633909777092
735	28.8075	46.49	248.205080756888	-6.69615242270663
736	27.395	47.9875	223.628965095479	-5.95886895286437
737	25.97	49.97125	192.557050458495	-5.02671151375484
738	25.0175	51.82	156.34732861516	-3.9404198584548
739	23.635	57.3475	116.582338163552	-2.74747014490656
740	22.5775	56.65375	75.0000000000001	-1.5
741	21.68	62.87875	75	-1.5
742	20.7725	68.1425	75	-1.5
743	20.1775	71.2925	75	-1.5
744	19.7125	73.73125	75	-1.5
745	19.2575	75.91875	75	-1.5
746	18.7725	76.9275	75	-1.5
747	17.92	76.9225	75	-1.5
748	17.7075	80.645	75	-1.5
749	17.9775	83.7875	75	-1.5
750	18.0575	84.675	116.582338163552	-2.74747014490656
751	18.995	86.6875	156.34732861516	-3.9404198584548
752	21.77	74.11625	192.557050458495	-5.02671151375484
753	25.72	53.59375	223.628965095479	-5.95886895286437
754	27.025	46.99125	248.205080756888	-6.69615242270663
755	26.155	45.685	265.211303259031	-7.20633909777092
756	29.9275	43.115	273.904379073655	-7.46713137220964
757	33.3975	33.74375	273.904379073655	-7.46713137220964
758	34.59	31.17375	265.211303259031	-7.20633909777092
759	34.0725	31.98625	248.205080756888	-6.69615242270663
760	32.975	33.36625	223.628965095479	-5.95886895286437
761	31.555	35.31	192.557050458495	-5.02671151375484
762	30.9075	38.92	156.34732861516	-3.9404198584548
763	30.1225	37.3375	116.582338163552	-2.74747014490656
764	27.43	42.40125	75.0000000000001	-1.5
765	24.8425	51.805	75	-1.5
766	23.3775	58.345	75	-1.5
767	21.965	65.45	75	-1.5
768	21.1175	70.17125	75	-1.5
769	20.635	69.3875	75	-1.5
770	20.27	70.47375	75	-1.5
771	19.5775	73.27125	75	-1.5
772	18.7675	74.9125	75	-1.5
773	18.2175	76.11875	75	-1.5
774	17.79	76.27875	116.582338163552	-2.74747014490656
775	18.0325	78.39125	156.34732861516	-3.9404198584548
776	21.775	73.46625	192.557050458495	-5.02671151375484
777	25.5	56.57375	223.628965095479	-5.95886895286437
778	28.995	48.31375	248.205080756888	-6.69615242270663
779	30.97	43.54375	265.211303259031	-7.20633909777092
780	33.2275	36.9275	273.904379073655	-7.46713137220964
781	35.1925	33.06	273.904379073655	-7.46713137220964
782	35.485	31.76375	265.211303259031	-7.20633909777092
783	32.48	36.48625	248.205080756888	-6.69615242270663
784	29.9775	47.785	223.628965095479	-5.95886895286437
785	29.965	48.44	192.557050458495	-5.02671151375484
786	30.225	46.5225	156.34732861516	-3.9404198584548
787	29.7725	46.435	116.582338163552	-2.74747014490656
788	27.6425	52.58375	75.0000000000001	-1.5
789	25.595	61.1275	75	-1.5
790	23.665	73.7625	75	-1.5
791	22.74	78.31125	75	-1.5
792	21.9825	80.4775	75	-1.5
793	21.205	80.69875	75	-1.5
794	20.8425	81.55	75	-1.5
795	20.595	83.375	75	-1.5
796	20.3075	83.3	75	-1.5
797	20.1475	84.3875	75	-1.5
798	19.8925	82.9	116.582338163552	-2.74747014490656
799	19.4775	81.5125	156.34732861516	-3.9404198584548
800	21.2675	80.72375	192.557050458495	-5.02671151375484
801	23.6775	70.4175	223.628965095479	-5.95886895286437
802	28.05	57.085	248.205080756888	-6.69615242270663
803	33.325	44.305	265.211303259031	-7.20633909777092
804	35.645	39.885	273.904379073655	-7.46713137220964
805	34.5675	41.73875	273.904379073655	-7.46713137220964
806	33.61	41.24125	265.211303259031	-7.20633909777092
807	35.9725	35.25625	248.205080756888	-6.69615242270663
808	37.32	36.12375	223.628965095479	-5.95886895286437
809	33.595	42.88625	192.557050458495	-5.02671151375484
810	31.6525	47.27	156.34732861516	-3.9404198584548
811	30.105	48.56625	116.582338163552	-2.74747014490656
812	28.225	52.40625	75.0000000000001	-1.5
813	26.02	55.0625	75	-1.5
814	23.6575	56.7675	75	-1.5
815	22.5425	62.4325	75	-1.5
816	21.7825	66.96625	75	-1.5
817	21.0725	70.71375	75	-1.5
818	20.455	72.9925	75	-1.5
819	19.9075	74.365	75	-1.5
820	19.4925	75.13875	75	-1.5
821	19.025	75.6875	75	-1.5
822	18.6025	76.07625	116.582338163552	-2.74747014490656
823	19.1525	78.1675	156.34732861516	-3.9404198584548
824	23.615	64.57125	192.557050458495	-5.02671151375484
825	28.165	50.61625	223.628965095479	-5.95886895286437
826	31.44	43.4025	248.205080756888	-6.69615242270663
827	33.6875	39.035	265.211303259031	-7.20633909777092
828	35.7675	34.43375	273.904379073655	-7.46713137220964
829	36.075	31.24625	273.904379073655	-7.46713137220964
830	36.595	30.38375	265.211303259031	-7.20633909777092
831	37.5475	29.41625	248.205080756888	-6.69615242270663
832	37.455	26.985	223.628965095479	-5.95886895286437
833	35.91	28.5225	192.557050458495	-5.02671151375484
834	36.535	28.58625	156.34732861516	-3.9404198584548
835	34.8725	30.9925	116.582338163552	-2.74747014490656
836	32.0275	35.58	75.0000000000001	-1.5
837	28.9275	40.37875	75	-1.5
838	26.1275	48.94875	75	-1.5
839	24.355	54.5875	75	-1.5
840	23.52	60.3125	75	-1.5
841	22.675	65.13875	75	-1.5
842	21.8475	68.44375	75	-1.5
843	21.1575	69.20125	75	-1.5
844	20.4025	69.97	75	-1.5
845	19.6525	70.81125	75	-1.5
846	19.1275	71.7175	116.582338163552	-2.74747014490656
847	20.235	74.515	156.34732861516	-3.9404198584548
848	24.215	58.68	192.557050458495	-5.02671151375484
849	26.6225	50.2675	223.628965095479	-5.95886895286437
850	28.4525	47.40125	248.205080756888	-6.69615242270663
851	30.5925	43.85125	265.211303259031	-7.20633909777092
852	32.22	39.00625	273.904379073655	-7.46713137220964
853	33.31	34.0775	273.904379073655	-7.46713137220964
854	35.2375	29.935	265.211303259031	-7.20633909777092
855	35.165	29.35	248.205080756888	-6.69615242270663
856	34.835	28.9225	223.628965095479	-5.95886895286437
857	33.2575	31.6225	192.557050458495	-5.02671151375484
858	31.7125	32.68875	156.34732861516	-3.9404198584548
859	29.845	36.00875	116.582338163552	-2.74747014490656
860	28.44	40.33	75.0000000000001	-1.5
861	27.3675	44.065	75	-1.5
862	26.2175	48.90125	75	-1.5
863	25.0425	53.37625	75	-1.5
864	24.2625	55.695	75	-1.5
865	23.7775	56.65625	75	-1.5
866	23.315	57.13	75	-1.5
867	23.01	58.21	75	-1.5
868	22.71	59.29	75	-1.5
869	21.9375	63.55125	75	-1.5
870	21.3925	65.5825	116.582338163552	-2.74747014490656
871	21.37	65.79875	156.34732861516	-3.9404198584548
872	21.9325	66.13	192.557050458495	-5.02671151375484
873	22.1225	68.09375	223.628965095479	-5.95886895286437
874	22.42	72.925	248.205080756888	-6.69615242270663
875	25.245	64.23375	265.211303259031	-7.20633909777092
876	26.945	56.7075	273.904379073655	-7.46713137220964
877	25.2675	66.29625	273.904379073655	-7.46713137220964
878	25.0725	69.64875	265.211303259031	-7.20633909777092
879	24.4925	67.71875	248.205080756888	-6.69615242270663
880	24.8325	64.2	223.628965095479	-5.95886895286437
881	24.63	66.52	192.557050458495	-5.02671151375484
882	26.175	57.70125	156.34732861516	-3.9404198584548
883	25.2775	52.6825	116.582338163552	-2.74747014490656
884	23.83	56.5925	75.0000000000001	-1.5
885	22.1525	62.84625	75	-1.5
886	21.5425	67.3475	75	-1.5
887	20.9625	72.16375	75	-1.5
888	20.27	73.52875	75	-1.5
889	19.34	72.56375	75	-1.5
890	18.76	73.12875	75	-1.5
891	18.365	73.66625	75	-1.5
892	18.25	76.4	75	-1.5
893	18.285	77.72375	75	-1.5
894	18.2125	79.78875	116.582338163552	-2.74747014490656
895	18.8125	82.375	156.34732861516	-3.9404198584548
896	20.665	82.47	192.557050458495	-5.02671151375484
897	24.53	60.19	223.628965095479	-5.95886895286437
898	24.9325	51.84875	248.205080756888	-6.69615242270663
899	27.4425	43.98875	265.211303259031	-7.20633909777092
900	29.1725	39.17375	273.904379073655	-7.46713137220964
901	29.84	38.77125	273.904379073655	-7.46713137220964
902	29.8575	36.8325	265.211303259031	-7.20633909777092
903	29.0475	36.49875	248.205080756888	-6.69615242270663
904	28.68	37.41125	223.628965095479	-5.95886895286437
905	27.285	40.22125	192.557050458495	-5.02671151375484
906	26.3225	42.43375	156.34732861516	-3.9404198584548
907	25.3375	44.69375	116.582338163552	-2.74747014490656
908	23.5725	47.3125	75.0000000000001	-1.5
909	21.98	51.5175	75	-1.5
910	20.7	58.9	75	-1.5
911	19.87	64.48625	75	-1.5
912	19.11	68.86625	75	-1.5
913	18.485	70.03375	75	-1.5
914	18.0175	71.1475	75	-1.5
915	17.655	71.685	75	-1.5
916	17.4125	73.065	75	-1.5
917	17.1875	73.87375	75	-1.5
918	16.925	74.66625	116.582338163552	-2.74747014490656
919	17.51	79.13875	156.34732861516	-3.9404198584548
920	19.03	81.325	192.557050458495	-5.02671151375484
921	20.2125	81.4625	223.628965095479	-5.95886895286437
922	22.335	66.64	248.205080756888	-6.69615242270663
923	22.7375	58.28375	265.211303259031	-7.20633909777092
924	23.68	54.96	273.904379073655	-7.46713137220964
925	24.5925	54.05875	273.904379073655	-7.46713137220964
926	23.8925	60.64875	265.211303259031	-7.20633909777092
927	25.06	58.2975	248.205080756888	-6.69615242270663
928	24.8575	65.99625	223.628965095479	-5.95886895286437
929	24.34	69.1375	192.557050458495	-5.02671151375484
930	24.715	62.08125	156.34732861516	-3.9404198584548
931	23.1	64.75125	116.582338163552	-2.74747014490656
932	21.54	72.12875	75.0000000000001	-1.5
933	21	77.2725	75	-1.5
934	20.66	79.63375	75	-1.5
935	20.4	81.85	75	-1.5
936	20.2325	83.05	75	-1.5
937	20.065	84.075	75	-1.5
938	19.9375	84.475	75	-1.5
939	19.8225	84.5625	75	-1.5
940	19.7075	84.8125	75	-1.5
941	19.5675	84.575	75	-1.5
942	19.2225	83.6	116.582338163552	-2.74747014490656
943	19.4275	84.625	156.34732861516	-3.9404198584548
944	20.405	83.775	192.557050458495	-5.02671151375484
945	21.0175	81.66	223.628965095479	-5.95886895286437
946	22.3725	75.19875	248.205080756888	-6.69615242270663
947	23.9925	70.2625	265.211303259031	-7.20633909777092
948	25.6875	66.45625	273.904379073655	-7.46713137220964
949	26.7025	64.8025	273.904379073655	-7.46713137220964
950	26.3125	58.4525	265.211303259031	-7.20633909777092
951	27.7475	50.48125	248.205080756888	-6.69615242270663
952	27.21	51.7275	223.628965095479	-5.95886895286437
953	25.57	57.9775	192.557050458495	-5.02671151375484
954	24.7675	58.64	156.34732861516	-3.9404198584548
955	24.0225	62.67625	116.582338163552	-2.74747014490656
956	22.9625	66.27375	75.0000000000001	-1.5
957	21.545	69.05875	75	-1.5
958	20.57	71.10125	75	-1.5
959	19.745	73.315	75	-1.5
960	18.99	75.42875	75	-1.5
961	18.825	78.15875	75	-1.5
962	18.76	79.2425	75	-1.5
963	18.4425	78.91375	75	-1.5
964	18.105	78.97	75	-1.5
965	17.86	80.39	75	-1.5
966	17.64	80.75	116.582338163552	-2.74747014490656
967	17.785	82.35	156.34732861516	-3.9404198584548
968	19.7525	83.375	192.557050458495	-5.02671151375484
969	22.2525	73.895	223.628965095479	-5.95886895286437
970	22.59	63.555	248.205080756888	-6.69615242270663
971	25.8725	47.25125	265.211303259031	-7.20633909777092
972	27.0775	50.74125	273.904379073655	-7.46713137220964
973	26.36	52.19	273.904379073655	-7.46713137220964
974	28.69	42.295	265.211303259031	-7.20633909777092
975	27.0525	40.985	248.205080756888	-6.69615242270663
976	25.94	46.725	223.628965095479	-5.95886895286437
977	26.93	42.29625	192.557050458495	-5.02671151375484
978	25.6375	44.25625	156.34732861516	-3.9404198584548
979	24.21	48.205	116.582338163552	-2.74747014490656
980	23.1625	53.0925	75.0000000000001	-1.5
981	21.1675	59.79875	75	-1.5
982	20.0675	66.40875	75	-1.5
983	19.13	72.28	75	-1.5
984	18.7575	75.34	75	-1.5
985	18.5625	76.98	75	-1.5
986	18.3575	77.95	75	-1.5
987	18.2025	79.4425	75	-1.5
988	18.0025	79.67875	75	-1.5
989	17.44	78.05625	75	-1.5
990	16.8875	76.75	116.582338163552	-2.74747014490656
991	17	81.435	156.34732861516	-3.9404198584548
992	20.6125	74.175	192.557050458495	-5.02671151375484
993	25.0975	55.5275	223.628965095479	-5.95886895286437
994	26.4775	48.64875	248.205080756888	-6.69615242270663
995	28.1	46.6675	265.211303259031	-7.20633909777092
996	24.5	61.2725	273.904379073655	-7.46713137220964
997	28.275	48.93	273.904379073655	-7.46713137220964
998	29.8425	45.9225	265.211303259031	-7.20633909777092
999	29.7275	41.63875	248.205080756888	-6.69615242270663
1000	31.615	32.435	223.628965095479	-5.95886895286437
1001	29.3825	34.095	192.557050458495	-5.02671151375484
1002	26.2725	40.2625	156.34732861516	-3.9404198584548
1003	23.355	49.84625	116.582338163552	-2.74747014490656
1004	21.9825	54.3625	75.0000000000001	-1.5
1005	21.4875	57.9875	75	-1.5
1006	20.2625	62.91	75	-1.5
1007	19.56	69.02625	75	-1.5
1008	19.1675	74.085	75	-1.5
1009	18.6975	76.42375	75	-1.5
1010	18.2075	77.25125	75	-1.5
1011	17.91	78.255	75	-1.5
1012	17.7525	78.73375	75	-1.5
1013	17.22	77.7025	75	-1.5
1014	16.59	76.99	116.582338163552	-2.74747014490656
1015	17.2325	78.1	156.34732861516	-3.9404198584548
1016	21.07	66.44625	192.557050458495	-5.02671151375484
1017	23.4125	59.8425	223.628965095479	-5.95886895286437
1018	25.145	53.00875	248.205080756888	-6.69615242270663
1019	26.7125	48.78125	265.211303259031	-7.20633909777092
1020	25.995	47.36	273.904379073655	-7.46713137220964
1021	27.105	46.27375	273.904379073655	-7.46713137220964
1022	25.215	49.995	265.211303259031	-7.20633909777092
1023	24.1575	55.75375	248.205080756888	-6.69615242270663
1024	25.5075	49.07875	223.628965095479	-5.95886895286437
1025	25.265	50.96875	192.557050458495	-5.02671151375484
1026	26.1975	42.21	156.34732861516	-3.9404198584548
1027	24.8225	44.57875	116.582338163552	-2.74747014490656
1028	23.69	45.6625	75.0000000000001	-1.5
1029	21.965	52.4	75	-1.5
1030	19.8175	63.125	75	-1.5
1031	18.8875	68.4975	75	-1.5
1032	18.265	72.245	75	-1.5
1033	18.055	75.59	75	-1.5
1034	17.8575	77.15875	75	-1.5
1035	17.555	76.9375	75	-1.5
1036	17.32	77.96625	75	-1.5
1037	16.9475	76.55125	75	-1.5
1038	16.295	76.17875	116.582338163552	-2.74747014490656
1039	16.57	79.3525	156.34732861516	-3.9404198584548
1040	18.0225	82.62125	192.557050458495	-5.02671151375484
1041	22.8825	70.7825	223.628965095479	-5.95886895286437
1042	25.77	58.44625	248.205080756888	-6.69615242270663
1043	27.565	53.55375	265.211303259031	-7.20633909777092
1044	27.3	45.58375	273.904379073655	-7.46713137220964
1045	29.7925	41.03	273.904379073655	-7.46713137220964
1046	29.8	38.76375	265.211303259031	-7.20633909777092
1047	27.6775	46.98	248.205080756888	-6.69615242270663
1048	26.595	52.52375	223.628965095479	-5.95886895286437
1049	25.78	56.54875	192.557050458495	-5.02671151375484
1050	23.9075	58.67875	156.34732861516	-3.9404198584548
1051	22.74	61.995	116.582338163552	-2.74747014490656
1052	22.175	60.0025	75.0000000000001	-1.5
1053	21.57	62.29625	75	-1.5
1054	20.0275	67.8175	75	-1.5
1055	19.3625	72.96	75	-1.5
1056	18.6225	75.6925	75	-1.5
1057	18.02	77.35875	75	-1.5
1058	17.6775	77.74	75	-1.5
1059	17.04	75.35625	75	-1.5
1060	16.575	75.90875	75	-1.5
1061	15.9775	74.95375	75	-1.5
1062	15.575	74.67125	116.582338163552	-2.74747014490656
1063	15.805	75.40375	156.34732861516	-3.9404198584548
1064	20.655	71.6975	192.557050458495	-5.02671151375484
1065	25.705	49.49625	223.628965095479	-5.95886895286437
1066	26.79	43.97375	248.205080756888	-6.69615242270663
1067	27.0625	47.33375	265.211303259031	-7.20633909777092
1068	26.325	46.5925	273.904379073655	-7.46713137220964
1069	25.4525	52.945	273.904379073655	-7.46713137220964
1070	27.26	44.5075	265.211303259031	-7.20633909777092
1071	28.6325	38.5175	248.205080756888	-6.69615242270663
1072	29.38	34.14	223.628965095479	-5.95886895286437
1073	28.8525	35.10375	192.557050458495	-5.02671151375484
1074	27.1	36.92	156.34732861516	-3.9404198584548
1075	24.665	42.565	116.582338163552	-2.74747014490656
1076	23.5925	47.22625	75.0000000000001	-1.5
1077	22.0075	54.595	75	-1.5
1078	20.4275	61.21125	75	-1.5
1079	19.5375	65.5225	75	-1.5
1080	18.5625	68.97125	75	-1.5
1081	17.6025	69.50125	75	-1.5
1082	16.9375	70.43	75	-1.5
1083	16.8825	74.225	75	-1.5
1084	17.0525	76.0925	75	-1.5
1085	16.7175	75.9475	75	-1.5
1086	16.5525	76.6625	116.582338163552	-2.74747014490656
1087	16.9175	79.8375	156.34732861516	-3.9404198584548
1088	18.7775	81.2875	192.557050458495	-5.02671151375484
1089	20.8375	79.2875	223.628965095479	-5.95886895286437
1090	24.2225	57.87875	248.205080756888	-6.69615242270663
1091	27.1925	45.7875	265.211303259031	-7.20633909777092
1092	28.2325	41.97125	273.904379073655	-7.46713137220964
1093	26.7725	42.90875	273.904379073655	-7.46713137220964
1094	30.4475	35.03125	265.211303259031	-7.20633909777092
1095	29.6725	35.515	248.205080756888	-6.69615242270663
1096	29.6725	35.17375	223.628965095479	-5.95886895286437
1097	28.2775	37.16625	192.557050458495	-5.02671151375484
1098	25.1975	43.01875	156.34732861516	-3.9404198584548
1099	24.0525	46.68625	116.582338163552	-2.74747014490656
1100	22.3475	51.8675	75.0000000000001	-1.5
1101	20.9975	57.31	75	-1.5
1102	20.1225	63.15625	75	-1.5
1103	19.32	68.1575	75	-1.5
1104	18.56	70.75	75	-1.5
1105	17.8975	71.01375	75	-1.5
1106	17.3525	71.7425	75	-1.5
1107	16.8725	71.7775	75	-1.5
1108	16.3625	71.7625	75	-1.5
1109	15.9025	72.48375	75	-1.5
1110	15.545	72.62625	116.582338163552	-2.74747014490656
1111	15.955	75.89875	156.34732861516	-3.9404198584548
1112	18.855	73.94125	192.557050458495	-5.02671151375484
1113	21.885	67.13	223.628965095479	-5.95886895286437
1114	26.6675	49.43125	248.205080756888	-6.69615242270663
1115	27.745	43.63125	265.211303259031	-7.20633909777092
1116	28.505	42.13375	273.904379073655	-7.46713137220964
1117	29.1175	41.765	273.904379073655	-7.46713137220964
1118	33.2275	34.92625	265.211303259031	-7.20633909777092
1119	34.7125	34.15	248.205080756888	-6.69615242270663
1120	35.5525	33.10625	223.628965095479	-5.95886895286437
1121	34.3725	33.89375	192.557050458495	-5.02671151375484
1122	32.8625	35.4775	156.34732861516	-3.9404198584548
1123	29.1175	38.88	116.582338163552	-2.74747014490656
1124	26.9375	41.0925	75.0000000000001	-1.5
1125	24.64	42.83875	75	-1.5
1126	22.915	48.57625	75	-1.5
1127	21.715	56.305	75	-1.5
1128	20.7875	61.35375	75	-1.5
1129	19.9525	66.17375	75	-1.5
1130	19.49	68.6175	75	-1.5
1131	19.3325	70.07125	75	-1.5
1132	18.8475	71.81875	75	-1.5
1133	18.5125	75.35625	75	-1.5
1134	18.1625	74.5975	116.582338163552	-2.74747014490656
1135	18.2	75.41125	156.34732861516	-3.9404198584548
1136	23.28	65.03875	192.557050458495	-5.02671151375484
1137	29.3325	46.76375	223.628965095479	-5.95886895286437
1138	32.45	37.7725	248.205080756888	-6.69615242270663
1139	34.32	30.805	265.211303259031	-7.20633909777092
1140	36.2625	25.5725	273.904379073655	-7.46713137220964
1141	36.065	28.19125	273.904379073655	-7.46713137220964
1142	37.61	28.37375	265.211303259031	-7.20633909777092
1143	37.88	28.3625	248.205080756888	-6.69615242270663
1144	38.135	27.83	223.628965095479	-5.95886895286437
1145	36.8375	29.62875	192.557050458495	-5.02671151375484
1146	35.035	30.91	156.34732861516	-3.9404198584548
1147	33.8425	33.985	116.582338163552	-2.74747014490656
1148	31.79	38.78375	75.0000000000001	-1.5
1149	29.35	47.53375	75	-1.5
1150	27.3575	54.69	75	-1.5
1151	26.01	59.03125	75	-1.5
1152	24.9225	64.4725	75	-1.5
1153	23.945	68.8675	75	-1.5
1154	23.43	69.74875	75	-1.5
1155	22.7775	72.055	75	-1.5
1156	22.205	73.63625	75	-1.5
1157	21.4925	75.165	75	-1.5
1158	21.0975	76.725	116.582338163552	-2.74747014490656
1159	21.495	76.6775	156.34732861516	-3.9404198584548
1160	24.7775	64.3	192.557050458495	-5.02671151375484
1161	28.965	49.01875	223.628965095479	-5.95886895286437
1162	30.865	43.2775	248.205080756888	-6.69615242270663
1163	32.6225	39.9775	265.211303259031	-7.20633909777092
1164	36.685	35.63125	273.904379073655	-7.46713137220964
1165	37.295	34.86	273.904379073655	-7.46713137220964
1166	38.5225	31.44375	265.211303259031	-7.20633909777092
1167	40.0325	29.46875	248.205080756888	-6.69615242270663
1168	40.9375	27.87375	223.628965095479	-5.95886895286437
1169	39.8475	29.63375	192.557050458495	-5.02671151375484
1170	39.0625	31.06375	156.34732861516	-3.9404198584548
1171	37.2925	33.3925	116.582338163552	-2.74747014490656
1172	35.2675	35.025	75.0000000000001	-1.5
1173	32.545	39.69	75	-1.5
1174	30.0925	47.1225	75	-1.5
1175	28.275	53.41	75	-1.5
1176	26.8775	57.31	75	-1.5
1177	25.9525	55.945	75	-1.5
1178	25.19	54.84	75	-1.5
1179	24.37	56.40625	75	-1.5
1180	23.73	62.8175	75	-1.5
1181	23.0475	73.83875	75	-1.5
1182	21.925	79.14	116.582338163552	-2.74747014490656
1183	21.7975	80.53375	156.34732861516	-3.9404198584548
1184	25.09	69.5725	192.557050458495	-5.02671151375484
1185	29.795	55.39375	223.628965095479	-5.95886895286437
1186	32.9525	47.905	248.205080756888	-6.69615242270663
1187	37.3625	38.70125	265.211303259031	-7.20633909777092
1188	39.365	34.66875	273.904379073655	-7.46713137220964
1189	37.3575	38.325	273.904379073655	-7.46713137220964
1190	39.88	32.845	265.211303259031	-7.20633909777092
1191	40.7	31.585	248.205080756888	-6.69615242270663
1192	43.6025	26.2725	223.628965095479	-5.95886895286437
1193	42.405	25.8975	192.557050458495	-5.02671151375484
1194	39.38	28.1525	156.34732861516	-3.9404198584548
1195	37.18	30.10625	116.582338163552	-2.74747014490656
1196	34.5125	35.32375	75.0000000000001	-1.5
1197	30.855	42.54375	75	-1.5
1198	27.4	52.4675	75	-1.5
1199	24.64	66.0775	75	-1.5
1200	23.82	69.95125	75	-1.5
1201	23.59	71.385	75	-1.5
1202	23.5425	69.24	75	-1.5
1203	23.365	69.13625	75	-1.5
1204	22.8525	73.75375	75	-1.5
1205	22.34	77.215	75	-1.5
1206	22.0675	79.28875	116.582338163552	-2.74747014490656
1207	22.0475	79.93875	156.34732861516	-3.9404198584548
1208	22.74	77.61375	192.557050458495	-5.02671151375484
1209	23.3025	73.525	223.628965095479	-5.95886895286437
1210	25.915	64.19625	248.205080756888	-6.69615242270663
1211	28.9625	54.7925	265.211303259031	-7.20633909777092
1212	31.1875	49.21125	273.904379073655	-7.46713137220964
1213	32.355	47.05625	273.904379073655	-7.46713137220964
1214	32.29	47.1725	265.211303259031	-7.20633909777092
1215	32.6375	45.8575	248.205080756888	-6.69615242270663
1216	32.48	46.1475	223.628965095479	-5.95886895286437
1217	31.6125	47.07875	192.557050458495	-5.02671151375484
1218	28.4575	59.23375	156.34732861516	-3.9404198584548
1219	26.555	67.00375	116.582338163552	-2.74747014490656
1220	25.3925	66.365	75.0000000000001	-1.5
1221	23.565	64.375	75	-1.5
1222	22.3125	64.2225	75	-1.5
1223	21.9225	61.83375	75	-1.5
1224	20.9475	63.095	75	-1.5
1225	20.4	66.295	75	-1.5
1226	20.3125	67.27875	75	-1.5
1227	20.22	68.17625	75	-1.5
1228	19.8875	69.5775	75	-1.5
1229	19.49	70.83	75	-1.5
1230	18.955	71.29	116.582338163552	-2.74747014490656
1231	19.0425	74.3475	156.34732861516	-3.9404198584548
1232	22.2975	69.375	192.557050458495	-5.02671151375484
1233	26.8575	49.4	223.628965095479	-5.95886895286437
1234	27.06	46.5675	248.205080756888	-6.69615242270663
1235	31.3575	38.00125	265.211303259031	-7.20633909777092
1236	33.19	32.45375	273.904379073655	-7.46713137220964
1237	32.74	31.3875	273.904379073655	-7.46713137220964
1238	33.595	27.49375	265.211303259031	-7.20633909777092
1239	34.555	25.36375	248.205080756888	-6.69615242270663
1240	33.965	24.9325	223.628965095479	-5.95886895286437
1241	33.2825	25.6625	192.557050458495	-5.02671151375484
1242	31.86	26.875	156.34732861516	-3.9404198584548
1243	27.4975	33.0025	116.582338163552	-2.74747014490656
1244	26.045	35.66625	75.0000000000001	-1.5
1245	23.0875	44.79125	75	-1.5
1246	21.4475	50.95875	75	-1.5
1247	20.7125	54.86125	75	-1.5
1248	19.7225	59.1625	75	-1.5
1249	19.0975	63.3175	75	-1.5
1250	18.5925	65.2375	75	-1.5
1251	18.175	66.20375	75	-1.5
1252	17.7675	66.77875	75	-1.5
1253	17.3325	67.2375	75	-1.5
1254	16.9025	67.42625	116.582338163552	-2.74747014490656
1255	17.055	68.90625	156.34732861516	-3.9404198584548
1256	21.0175	68.85	192.557050458495	-5.02671151375484
1257	26.0525	52.98875	223.628965095479	-5.95886895286437
1258	30.72	36.52	248.205080756888	-6.69615242270663
1259	31.8825	31.14	265.211303259031	-7.20633909777092
