"Tps"	"Temp"	"RH"	"Cp"	"PTLx"
296	16.4925	78.94	192.557050458495	-5.02671151375484
297	20.5975	72.3225	223.628965095479	-5.95886895286437
298	26.2275	45.05125	248.205080756888	-6.69615242270663
299	28.295	35.8325	265.211303259031	-7.20633909777092
300	26.5025	36.76125	273.904379073655	-7.46713137220964
301	26.105	34.66125	273.904379073655	-7.46713137220964
302	28.755	30.14	265.211303259031	-7.20633909777092
303	29.1325	30.0775	248.205080756888	-6.69615242270663
304	29.1325	30.74625	223.628965095479	-5.95886895286437
305	28.425	33.04875	192.557050458495	-5.02671151375484
306	25.925	37.55125	156.34732861516	-3.9404198584548
307	23.68	41.13625	116.582338163552	-2.74747014490656
308	21.8375	45.495	75.0000000000001	-1.5
309	20.7875	51.0275	75	-1.5
310	19.3625	59.80625	75	-1.5
311	18.1125	65.40125	75	-1.5
312	17.05	67.36375	75	-1.5
313	16.2975	67.49125	75	-1.5
314	15.6075	66.45	75	-1.5
315	14.925	66.27375	75	-1.5
316	14.2875	65.9225	75	-1.5
317	13.76	66.535	75	-1.5
318	13.3125	66.8075	116.582338163552	-2.74747014490656
319	13.5875	68.39875	156.34732861516	-3.9404198584548
320	18.325	66.8175	192.557050458495	-5.02671151375484
321	23.095	58.01375	223.628965095479	-5.95886895286437
322	26.98	39.84875	248.205080756888	-6.69615242270663
323	26.1675	37.08125	265.211303259031	-7.20633909777092
324	27.4475	35.5675	273.904379073655	-7.46713137220964
325	24.5525	42.825	273.904379073655	-7.46713137220964
326	24.115	45.00875	265.211303259031	-7.20633909777092
327	26.805	38.72875	248.205080756888	-6.69615242270663
328	27.9975	33.53	223.628965095479	-5.95886895286437
329	26.1775	37.2425	192.557050458495	-5.02671151375484
330	23.2575	49.53625	156.34732861516	-3.9404198584548
331	22.1025	58.265	116.582338163552	-2.74747014490656
332	20.5475	65.2525	75.0000000000001	-1.5
333	19.4675	69.66875	75	-1.5
334	18.6825	71.1475	75	-1.5
335	17.7425	71.5825	75	-1.5
336	17.1475	73.795	75	-1.5
337	16.95	75.605	75	-1.5
338	16.8125	75.50375	75	-1.5
339	16.4525	75.81625	75	-1.5
340	16.25	76.26875	75	-1.5
341	15.9	76.5525	75	-1.5
342	15.76	76.82625	116.582338163552	-2.74747014490656
343	15.695	76.86875	156.34732861516	-3.9404198584548
344	17.0625	78.33125	192.557050458495	-5.02671151375484
345	19.975	73.745	223.628965095479	-5.95886895286437
346	25.4175	41.2275	248.205080756888	-6.69615242270663
347	25.8525	34.53375	265.211303259031	-7.20633909777092
348	24.58	36.54875	273.904379073655	-7.46713137220964
349	23.71	36.15375	273.904379073655	-7.46713137220964
350	24.2175	37.1425	265.211303259031	-7.20633909777092
351	27.385	32.08125	248.205080756888	-6.69615242270663
352	26.2275	33.78625	223.628965095479	-5.95886895286437
353	26.585	32.9225	192.557050458495	-5.02671151375484
354	25.9925	33.47625	156.34732861516	-3.9404198584548
355	23.4125	38.97	116.582338163552	-2.74747014490656
356	22.47	42.91375	75.0000000000001	-1.5
357	20.39	50.13125	75	-1.5
358	19.3075	58.60875	75	-1.5
359	18.8275	63.3825	75	-1.5
360	18.245	67.345	75	-1.5
361	18.0475	69.62125	75	-1.5
362	17.92	71.18125	75	-1.5
363	17.685	73.12625	75	-1.5
364	17.645	74.145	75	-1.5
365	17.515	75.43125	75	-1.5
366	17.4075	76.54875	116.582338163552	-2.74747014490656
367	17.34	77.91625	156.34732861516	-3.9404198584548
368	18.6575	77.68125	192.557050458495	-5.02671151375484
369	20.9425	73.19	223.628965095479	-5.95886895286437
370	22.1075	65.07125	248.205080756888	-6.69615242270663
371	22.2925	60.71875	265.211303259031	-7.20633909777092
372	23.2275	56.70375	273.904379073655	-7.46713137220964
373	27.1625	47.3575	273.904379073655	-7.46713137220964
374	32.9975	34.40125	265.211303259031	-7.20633909777092
375	31.6975	35.01125	248.205080756888	-6.69615242270663
376	31.5825	33.91375	223.628965095479	-5.95886895286437
377	34.965	29.05875	192.557050458495	-5.02671151375484
378	31.315	31.71	156.34732861516	-3.9404198584548
379	29.1725	35.06625	116.582338163552	-2.74747014490656
380	26.9625	39.3825	75.0000000000001	-1.5
381	23.525	48.65375	75	-1.5
382	22.2675	53.9525	75	-1.5
383	21.215	58.90875	75	-1.5
384	20.0225	63.4075	75	-1.5
385	19.0625	66.11125	75	-1.5
386	18.2825	68.11125	75	-1.5
387	17.55	68.96875	75	-1.5
388	16.9275	70.2625	75	-1.5
389	16.5825	71.8875	75	-1.5
390	16.32	72.61375	116.582338163552	-2.74747014490656
391	16.5225	73.04	156.34732861516	-3.9404198584548
392	20.12	66.0175	192.557050458495	-5.02671151375484
393	25.745	48.875	223.628965095479	-5.95886895286437
394	31.2125	39.715	248.205080756888	-6.69615242270663
395	37.3625	30.2025	265.211303259031	-7.20633909777092
396	42.9575	22.27125	273.904379073655	-7.46713137220964
397	45.515	20.80875	273.904379073655	-7.46713137220964
398	47.3025	18.1575	265.211303259031	-7.20633909777092
399	46.5625	20.2825	248.205080756888	-6.69615242270663
400	48.1475	17.83875	223.628965095479	-5.95886895286437
401	44.9125	20.0125	192.557050458495	-5.02671151375484
402	37.4275	26.4525	156.34732861516	-3.9404198584548
403	33.94	30.29875	116.582338163552	-2.74747014490656
404	30.48	36.58875	75.0000000000001	-1.5
405	24.215	60.36125	75	-1.5
406	21.875	68.01	75	-1.5
407	20.985	73.16875	75	-1.5
408	20.435	77.1325	75	-1.5
409	20.005	77.61625	75	-1.5
410	19.685	78.745	75	-1.5
411	19.57	79.47625	75	-1.5
412	19.1275	79.32875	75	-1.5
413	18.69	79.12125	75	-1.5
414	18.285	78.42125	116.582338163552	-2.74747014490656
415	18.145	79.9825	156.34732861516	-3.9404198584548
416	18.0725	80.8875	192.557050458495	-5.02671151375484
417	18.7975	82.1375	223.628965095479	-5.95886895286437
418	20.4875	78.62125	248.205080756888	-6.69615242270663
419	22.055	70.315	265.211303259031	-7.20633909777092
420	23.18	53.685	273.904379073655	-7.46713137220964
421	21.8975	59.7125	273.904379073655	-7.46713137220964
422	23.6575	58.2325	265.211303259031	-7.20633909777092
423	25.735	40.8875	248.205080756888	-6.69615242270663
424	25.47	34.0275	223.628965095479	-5.95886895286437
425	25.4525	32.085	192.557050458495	-5.02671151375484
426	23.15	41.785	156.34732861516	-3.9404198584548
427	21.555	55.54875	116.582338163552	-2.74747014490656
428	20.1	61.345	75.0000000000001	-1.5
429	18.365	67.09625	75	-1.5
430	17.2025	68.53125	75	-1.5
431	16.475	69.3825	75	-1.5
432	15.7625	68.57875	75	-1.5
433	14.945	67.88375	75	-1.5
434	14.4275	67.28375	75	-1.5
435	13.9875	68.805	75	-1.5
436	13.8675	70.92125	75	-1.5
437	13.6775	69.2475	75	-1.5
438	13.315	71.7775	116.582338163552	-2.74747014490656
439	14.0225	73.46875	156.34732861516	-3.9404198584548
440	19.6175	67.23875	192.557050458495	-5.02671151375484
441	24.61	51.17375	223.628965095479	-5.95886895286437
442	25.31	50.01	248.205080756888	-6.69615242270663
443	25.9575	43.62	265.211303259031	-7.20633909777092
444	27.355	34.95125	273.904379073655	-7.46713137220964
445	28.8275	30.2775	273.904379073655	-7.46713137220964
446	27.91	28.97625	265.211303259031	-7.20633909777092
447	27.7475	29.815	248.205080756888	-6.69615242270663
448	26.44	31.92625	223.628965095479	-5.95886895286437
449	24.4875	36.18875	192.557050458495	-5.02671151375484
450	24.7375	33.8925	156.34732861516	-3.9404198584548
451	23.5425	34.1975	116.582338163552	-2.74747014490656
452	22.69	37.47875	75.0000000000001	-1.5
453	20.31	48.3825	75	-1.5
454	18.755	57.7175	75	-1.5
455	17.4625	63.19	75	-1.5
456	16.3925	65.25375	75	-1.5
457	15.5675	65.60625	75	-1.5
458	14.9425	66.0825	75	-1.5
459	14.15	64.84875	75	-1.5
460	13.435	64.56	75	-1.5
461	12.97	65.63875	75	-1.5
462	12.81	67.6325	116.582338163552	-2.74747014490656
463	13.1325	67.935	156.34732861516	-3.9404198584548
464	15.28	69.2075	192.557050458495	-5.02671151375484
465	23.6725	47.0775	223.628965095479	-5.95886895286437
466	24.7375	41.435	248.205080756888	-6.69615242270663
467	23.355	43.79375	265.211303259031	-7.20633909777092
468	24.4925	36.03	273.904379073655	-7.46713137220964
469	25.6325	29.52375	273.904379073655	-7.46713137220964
470	26.6875	27.385	265.211303259031	-7.20633909777092
471	26.3025	30.65125	248.205080756888	-6.69615242270663
472	27.325	29.02125	223.628965095479	-5.95886895286437
473	28.425	27.53125	192.557050458495	-5.02671151375484
474	25.9025	30.675	156.34732861516	-3.9404198584548
475	24.105	34.72875	116.582338163552	-2.74747014490656
476	22.445	39.54	75.0000000000001	-1.5
477	21.9975	45.1025	75	-1.5
478	21.4125	49.98875	75	-1.5
479	19.755	57.72	75	-1.5
480	18.7975	63.59625	75	-1.5
481	18.5925	66.2625	75	-1.5
482	18.3175	69.59125	75	-1.5
483	18.09	72.9225	75	-1.5
484	17.6925	74.55625	75	-1.5
485	17.3375	76.4225	75	-1.5
486	17.2075	76.96125	116.582338163552	-2.74747014490656
487	17.385	77.90625	156.34732861516	-3.9404198584548
488	19.6825	77.875	192.557050458495	-5.02671151375484
489	22.895	57.33625	223.628965095479	-5.95886895286437
490	24.3025	46.67	248.205080756888	-6.69615242270663
491	24.915	44.73375	265.211303259031	-7.20633909777092
492	31.1925	34.88625	273.904379073655	-7.46713137220964
493	32.86	33.57375	273.904379073655	-7.46713137220964
494	34.3925	32.825	265.211303259031	-7.20633909777092
495	33.66	29.35875	248.205080756888	-6.69615242270663
496	32.8975	28.41125	223.628965095479	-5.95886895286437
497	32.9475	31.01625	192.557050458495	-5.02671151375484
498	32.9425	31.65125	156.34732861516	-3.9404198584548
499	29.69	35.2475	116.582338163552	-2.74747014490656
500	25.94	43.93375	75.0000000000001	-1.5
501	23.9325	49.63375	75	-1.5
502	22.5525	52.76625	75	-1.5
503	21.5175	56.0825	75	-1.5
504	20.795	59.79	75	-1.5
505	20.41	63.8725	75	-1.5
506	19.7975	68.73625	75	-1.5
507	19.4325	73.48	75	-1.5
508	19.1725	76.6025	75	-1.5
509	18.9375	77.0875	75	-1.5
510	18.7875	77.72875	116.582338163552	-2.74747014490656
511	18.4325	80.42125	156.34732861516	-3.9404198584548
512	18.5375	82.9375	192.557050458495	-5.02671151375484
513	22.985	66.92875	223.628965095479	-5.95886895286437
514	23.8275	56.515	248.205080756888	-6.69615242270663
515	23.825	54.29	265.211303259031	-7.20633909777092
516	27.1975	45.76375	273.904379073655	-7.46713137220964
517	28.5025	42.11	273.904379073655	-7.46713137220964
518	25.9825	50.785	265.211303259031	-7.20633909777092
519	28.4925	41.87	248.205080756888	-6.69615242270663
520	27.1325	46.02625	223.628965095479	-5.95886895286437
521	26.77	46.7975	192.557050458495	-5.02671151375484
522	25.9525	50.55625	156.34732861516	-3.9404198584548
523	25.6975	50.9675	116.582338163552	-2.74747014490656
524	23.4325	57.63125	75.0000000000001	-1.5
525	22.3175	63.32125	75	-1.5
526	21.59	70.68625	75	-1.5
527	20.8725	78.91375	75	-1.5
528	20.435	81.425	75	-1.5
529	20.0925	82.7125	75	-1.5
530	19.8125	83.05	75	-1.5
531	19.485	83.4125	75	-1.5
532	19.265	83.7375	75	-1.5
533	18.9825	83.1875	75	-1.5
534	18.735	83.1875	116.582338163552	-2.74747014490656
535	18.6975	82.875	156.34732861516	-3.9404198584548
536	19.8625	83.2125	192.557050458495	-5.02671151375484
537	21.77	76.87125	223.628965095479	-5.95886895286437
538	23.9125	63.2025	248.205080756888	-6.69615242270663
539	26.5325	55.83125	265.211303259031	-7.20633909777092
540	30.1325	46.1775	273.904379073655	-7.46713137220964
541	31.1675	41.1425	273.904379073655	-7.46713137220964
542	34.9325	34.88	265.211303259031	-7.20633909777092
543	34.4	34.49375	248.205080756888	-6.69615242270663
544	34.85	34.005	223.628965095479	-5.95886895286437
545	32.795	36.25375	192.557050458495	-5.02671151375484
546	33.14	35.695	156.34732861516	-3.9404198584548
547	31.7725	37.77625	116.582338163552	-2.74747014490656
548	28.73	44.7125	75.0000000000001	-1.5
549	26.4975	53.03125	75	-1.5
550	24.74	61.52875	75	-1.5
551	23.67	65.60125	75	-1.5
552	22.465	70.22375	75	-1.5
553	22.1725	73.54125	75	-1.5
554	21.6	76.16375	75	-1.5
555	21.025	77.14125	75	-1.5
556	20.6525	78.195	75	-1.5
557	19.985	77.27625	75	-1.5
558	19.57	79.47375	116.582338163552	-2.74747014490656
559	19.585	81.275	156.34732861516	-3.9404198584548
560	20.4175	83.725	192.557050458495	-5.02671151375484
561	21.8925	79.96	223.628965095479	-5.95886895286437
562	23.41	66.89	248.205080756888	-6.69615242270663
563	26.44	56.23375	265.211303259031	-7.20633909777092
564	24.5375	64.645	273.904379073655	-7.46713137220964
565	25.23	66.54625	273.904379073655	-7.46713137220964
566	28.0875	58.41375	265.211303259031	-7.20633909777092
567	35.215	36.14625	248.205080756888	-6.69615242270663
568	35.83	34.55875	223.628965095479	-5.95886895286437
569	35.8	33.8	192.557050458495	-5.02671151375484
570	33.48	36.705	156.34732861516	-3.9404198584548
571	32.1425	37.14625	116.582338163552	-2.74747014490656
572	28.7475	42.64	75.0000000000001	-1.5
573	24.6175	53.29625	75	-1.5
574	22.765	61.54	75	-1.5
575	21.545	66.75125	75	-1.5
576	21.175	68.565	75	-1.5
577	20.6875	70.58625	75	-1.5
578	20.425	72.385	75	-1.5
579	20.1725	73.52875	75	-1.5
580	19.82	73.8975	75	-1.5
581	19.53	73.6325	75	-1.5
582	19.075	73.9275	116.582338163552	-2.74747014490656
583	18.9	76.4175	156.34732861516	-3.9404198584548
584	19.69	77.41625	192.557050458495	-5.02671151375484
585	22.465	65.63375	223.628965095479	-5.95886895286437
586	24.17	51.09125	248.205080756888	-6.69615242270663
587	24.9875	46.67875	265.211303259031	-7.20633909777092
588	26.88	42.0875	273.904379073655	-7.46713137220964
589	29.9825	35.845	273.904379073655	-7.46713137220964
590	27.5275	38.53625	265.211303259031	-7.20633909777092
591	25.885	46.5825	248.205080756888	-6.69615242270663
592	25.8	48.1	223.628965095479	-5.95886895286437
593	28.16	38.87375	192.557050458495	-5.02671151375484
594	26.3375	41.24875	156.34732861516	-3.9404198584548
595	24.185	46.48625	116.582338163552	-2.74747014490656
596	23.225	51.24	75.0000000000001	-1.5
597	21.54	55.8375	75	-1.5
598	20.2525	64.40875	75	-1.5
599	19.6225	69.3775	75	-1.5
600	19.1975	71.6625	75	-1.5
601	18.735	73.19375	75	-1.5
602	18.52	74.6	75	-1.5
603	18.1525	73.80625	75	-1.5
604	17.7925	74.96625	75	-1.5
605	17.69	76.87875	75	-1.5
606	17.6225	78.94	116.582338163552	-2.74747014490656
607	18.005	79.47375	156.34732861516	-3.9404198584548
608	20.935	75.09875	192.557050458495	-5.02671151375484
609	24.8575	55.6575	223.628965095479	-5.95886895286437
610	25.69	48.805	248.205080756888	-6.69615242270663
611	27.5675	42.41875	265.211303259031	-7.20633909777092
612	29.235	37.04	273.904379073655	-7.46713137220964
613	27.59	40.365	273.904379073655	-7.46713137220964
614	27.075	41.09875	265.211303259031	-7.20633909777092
615	25.7325	43.82125	248.205080756888	-6.69615242270663
616	24.6675	46.84125	223.628965095479	-5.95886895286437
617	23.3275	57.26875	192.557050458495	-5.02671151375484
618	22.025	64.44875	156.34732861516	-3.9404198584548
619	20.97	70.32	116.582338163552	-2.74747014490656
620	20.3525	74.38375	75.0000000000001	-1.5
621	19.5225	76.09375	75	-1.5
622	19.17	76.3825	75	-1.5
623	18.8675	77.29875	75	-1.5
624	18.62	77.92	75	-1.5
625	18.46	78.9025	75	-1.5
626	18.3925	80.1975	75	-1.5
627	18.2375	80.4875	75	-1.5
628	18.145	81.075	75	-1.5
629	17.995	81.375	75	-1.5
630	17.9125	82.6375	116.582338163552	-2.74747014490656
631	18.135	83.925	156.34732861516	-3.9404198584548
632	19.3275	84.4375	192.557050458495	-5.02671151375484
633	21.215	76.78	223.628965095479	-5.95886895286437
634	22.365	60.4075	248.205080756888	-6.69615242270663
635	23.0675	54.87375	265.211303259031	-7.20633909777092
636	27.595	44.22625	273.904379073655	-7.46713137220964
637	29.1475	37.93125	273.904379073655	-7.46713137220964
638	28.8025	36.58125	265.211303259031	-7.20633909777092
639	26.94	40.17625	248.205080756888	-6.69615242270663
640	26.2325	42.4675	223.628965095479	-5.95886895286437
641	25.8575	45.18	192.557050458495	-5.02671151375484
642	25.1425	46.29125	156.34732861516	-3.9404198584548
643	24.035	49.04875	116.582338163552	-2.74747014490656
644	22.595	55.37875	75.0000000000001	-1.5
645	20.94	61.6	75	-1.5
646	19.74	67.45875	75	-1.5
647	18.9125	70.82625	75	-1.5
648	18.3275	72.47125	75	-1.5
649	17.8725	73.5675	75	-1.5
650	17.6	74.95625	75	-1.5
651	17.6125	77.95	75	-1.5
652	17.7225	79.25	75	-1.5
653	17.7675	80.83375	75	-1.5
654	17.8025	81.7375	116.582338163552	-2.74747014490656
655	17.915	82.125	156.34732861516	-3.9404198584548
656	18.135	83.5	192.557050458495	-5.02671151375484
657	18.455	83.9	223.628965095479	-5.95886895286437
658	19.07	82.01625	248.205080756888	-6.69615242270663
659	19.5275	78.66375	265.211303259031	-7.20633909777092
660	20.425	78.31625	273.904379073655	-7.46713137220964
661	20.8775	78.085	273.904379073655	-7.46713137220964
662	21.6725	73.48125	265.211303259031	-7.20633909777092
663	21.795	68.18	248.205080756888	-6.69615242270663
664	21.4675	70.37625	223.628965095479	-5.95886895286437
665	22.5225	66.94375	192.557050458495	-5.02671151375484
666	22.265	64.78625	156.34732861516	-3.9404198584548
667	21.6775	65.24375	116.582338163552	-2.74747014490656
668	21.205	65.19625	75.0000000000001	-1.5
669	19.9425	70.8525	75	-1.5
670	19.455	75.97375	75	-1.5
671	19.1	78.63625	75	-1.5
672	18.81	80.51125	75	-1.5
673	18.6	81.775	75	-1.5
674	18.4425	82.4375	75	-1.5
675	18.1525	82.075	75	-1.5
676	17.9425	82.55	75	-1.5
677	17.7475	83.1	75	-1.5
678	17.595	83.9875	116.582338163552	-2.74747014490656
679	17.7025	85.2375	156.34732861516	-3.9404198584548
680	18.44	86.5125	192.557050458495	-5.02671151375484
681	21.99	77.03875	223.628965095479	-5.95886895286437
682	27.4825	53.99625	248.205080756888	-6.69615242270663
